Position	Relative Frequency	emoji
1	107.9295154185022	:face_with_tears_of_joy:
2	48.458149779735685	:person_raising_hand:
3	35.242290748898675	:face_blowing_a_kiss:
4	30.837004405286343	:pouting_face:
5	30.837004405286343	:beaming_face_with_smiling_eyes:
6	24.229074889867842	:red_heart:
7	24.229074889867842	:OK_hand:
8	24.229074889867842	:purple_heart:
9	19.823788546255507	:oncoming_fist:
10	17.621145374449338	:smiling_face:
11	17.621145374449338	:weary_face:
12	17.621145374449338	:smiling_face_with_heart-eyes:
13	17.621145374449338	:Santa_Claus:
14	17.621145374449338	:thumbs_up:
15	15.418502202643172	:grinning_squinting_face:
16	15.418502202643172	:pensive_face:
17	15.418502202643172	:Christmas_tree:
18	15.418502202643172	:smirking_face:
19	15.418502202643172	:two_hearts:
20	13.215859030837004	:sleeping_face:
21	13.215859030837004	:raising_hands:
22	13.215859030837004	:loudly_crying_face:
23	13.215859030837004	:wrapped_gift:
24	13.215859030837004	:smiling_face_with_sunglasses:
25	13.215859030837004	:winking_face_with_tongue:
26	13.215859030837004	:see-no-evil_monkey:
27	13.215859030837004	:tropical_drink:
28	11.013215859030836	:grinning_face_with_sweat:
29	11.013215859030836	:party_popper:
30	11.013215859030836	:clapping_hands:
31	11.013215859030836	:squinting_face_with_tongue:
32	8.810572687224669	:musical_notes:
33	8.810572687224669	:speak-no-evil_monkey:
34	8.810572687224669	:grinning_face_with_smiling_eyes:
35	8.810572687224669	:smiling_face_with_smiling_eyes:
36	8.810572687224669	:persevering_face:
37	8.810572687224669	:fire:
38	6.607929515418502	:grinning_face_with_big_eyes:
39	6.607929515418502	:airplane:
40	6.607929515418502	:flushed_face:
41	6.607929515418502	:winking_face:
42	6.607929515418502	:person_gesturing_NO:
43	6.607929515418502	:person_tipping_hand:
44	6.607929515418502	:confused_face:
45	6.607929515418502	:face_screaming_in_fear:
46	6.607929515418502	:confounded_face:
47	6.607929515418502	:sparkles:
48	6.607929515418502	:kiss_mark:
49	6.607929515418502	:folded_hands:
50	6.607929515418502	:umbrella_with_rain_drops:
51	6.607929515418502	:flexed_biceps:
52	6.607929515418502	:unamused_face:
53	6.607929515418502	:snowflake:
54	6.607929515418502	:victory_hand:
55	4.405286343612334	:wine_glass:
56	4.405286343612334	:hundred_points:
57	4.405286343612334	:sweat_droplets:
58	4.405286343612334	:pistol:
59	4.405286343612334	:zzz:
60	4.405286343612334	:green_heart:
61	4.405286343612334	:grimacing_face:
62	4.405286343612334	:skull:
63	4.405286343612334	:crown:
64	4.405286343612334	:SOON_arrow:
65	4.405286343612334	:face_savoring_food:
66	2.202643171806167	:two_women_holding_hands:
67	2.202643171806167	:smiling_face_with_halo:
68	2.202643171806167	:astonished_face:
69	2.202643171806167	:globe_showing_Asia-Australia:
70	2.202643171806167	:sun:
71	2.202643171806167	:nail_polish:
72	2.202643171806167	:face_without_mouth:
73	2.202643171806167	:heart_with_arrow:
74	2.202643171806167	:basketball:
75	2.202643171806167	:rocket:
76	2.202643171806167	:princess:
77	2.202643171806167	:woman_dancing:
78	2.202643171806167	:white_heavy_check_mark:
79	2.202643171806167	:cat_face:
80	2.202643171806167	:dog_face:
81	2.202643171806167	:droplet:
82	2.202643171806167	:face_with_medical_mask:
83	2.202643171806167	:high_voltage:
84	2.202643171806167	:anxious_face_with_sweat:
85	2.202643171806167	:SOS_button:
86	2.202643171806167	:thought_balloon:
87	2.202643171806167	:trophy:
88	2.202643171806167	:baseball:
89	2.202643171806167	:smiling_cat_face_with_heart-eyes:
90	2.202643171806167	:musical_note:
91	2.202643171806167	:microphone:
92	2.202643171806167	:person_taking_bath:
93	2.202643171806167	:frog_face:
94	2.202643171806167	:hot_beverage:
95	2.202643171806167	:expressionless_face:
96	2.202643171806167	:headphone:
97	2.202643171806167	:cloud:
98	2.202643171806167	:police_car:
99	2.202643171806167	:bomb:
100	2.202643171806167	:kitchen_knife:
101	2.202643171806167	:dizzy_face:
102	2.202643171806167	:musical_score:
103	2.202643171806167	:person_walking:
104	2.202643171806167	:electric_plug:
105	2.202643171806167	:heart_suit:
106	2.202643171806167	:right_arrow:
107	2.202643171806167	:camera:
108	2.202643171806167	:teacup_without_handle:
109	2.202643171806167	:crying_face:
110	2.202643171806167	:thumbs_down:
111	2.202643171806167	:growing_heart:
112	2.202643171806167	:disappointed_face:
113	2.202643171806167	:fork_and_knife:
114	2.202643171806167	:oncoming_bus:
115	2.202643171806167	:snowman_without_snow:
116	2.202643171806167	:money_bag:
117	2.202643171806167	:person_bowing:
118	2.202643171806167	:backhand_index_pointing_right:
119	2.202643171806167	:cross_mark:
120	2.202643171806167	:heavy_large_circle:
121	2.202643171806167	:backhand_index_pointing_left:
122	2.202643171806167	:bust_in_silhouette:
