Position	Relative Frequency	emoji
1	116.96658097686375	:face_with_tears_of_joy:
2	37.275064267352185	:unamused_face:
3	28.27763496143959	:person_raising_hand:
4	23.13624678663239	:pouting_face:
5	23.13624678663239	:face_blowing_a_kiss:
6	21.85089974293059	:beaming_face_with_smiling_eyes:
7	21.85089974293059	:weary_face:
8	21.85089974293059	:smiling_face_with_heart-eyes:
9	21.85089974293059	:see-no-evil_monkey:
10	20.565552699228792	:thumbs_up:
11	19.28020565552699	:flushed_face:
12	19.28020565552699	:loudly_crying_face:
13	17.994858611825194	:red_heart:
14	17.994858611825194	:smiling_face:
15	17.994858611825194	:OK_hand:
16	14.138817480719794	:expressionless_face:
17	14.138817480719794	:pistol:
18	14.138817480719794	:purple_heart:
19	14.138817480719794	:oncoming_fist:
20	12.853470437017995	:Santa_Claus:
21	12.853470437017995	:smirking_face:
22	12.853470437017995	:smiling_face_with_smiling_eyes:
23	12.853470437017995	:winking_face_with_tongue:
24	11.568123393316196	:sleeping_face:
25	11.568123393316196	:pensive_face:
26	10.282776349614396	:speak-no-evil_monkey:
27	10.282776349614396	:grinning_squinting_face:
28	10.282776349614396	:face_with_medical_mask:
29	10.282776349614396	:smiling_face_with_sunglasses:
30	10.282776349614396	:Christmas_tree:
31	10.282776349614396	:two_hearts:
32	8.997429305912597	:grinning_face_with_sweat:
33	8.997429305912597	:face_screaming_in_fear:
34	8.997429305912597	:grinning_face_with_big_eyes:
35	8.997429305912597	:raising_hands:
36	8.997429305912597	:party_popper:
37	8.997429305912597	:grinning_face_with_smiling_eyes:
38	8.997429305912597	:persevering_face:
39	7.712082262210797	:victory_hand:
40	7.712082262210797	:person_tipping_hand:
41	7.712082262210797	:confused_face:
42	7.712082262210797	:wrapped_gift:
43	7.712082262210797	:clapping_hands:
44	7.712082262210797	:confounded_face:
45	7.712082262210797	:tropical_drink:
46	6.426735218508997	:musical_notes:
47	6.426735218508997	:thumbs_down:
48	6.426735218508997	:fire:
49	6.426735218508997	:squinting_face_with_tongue:
50	6.426735218508997	:skull:
51	5.141388174807198	:tired_face:
52	5.141388174807198	:winking_face:
53	5.141388174807198	:person_gesturing_NO:
54	5.141388174807198	:kiss_mark:
55	5.141388174807198	:woman_dancing:
56	5.141388174807198	:umbrella_with_rain_drops:
57	5.141388174807198	:folded_hands:
58	5.141388174807198	:crying_face:
59	3.8560411311053984	:grimacing_face:
60	3.8560411311053984	:hundred_points:
61	3.8560411311053984	:airplane:
62	3.8560411311053984	:grinning_face:
63	3.8560411311053984	:sweat_droplets:
64	3.8560411311053984	:sparkles:
65	3.8560411311053984	:hot_beverage:
66	3.8560411311053984	:zzz:
67	3.8560411311053984	:face_with_steam_from_nose:
68	3.8560411311053984	:weary_cat_face:
69	3.8560411311053984	:face_savoring_food:
70	3.8560411311053984	:flexed_biceps:
71	3.8560411311053984	:green_heart:
72	3.8560411311053984	:disappointed_face:
73	3.8560411311053984	:snowflake:
74	2.570694087403599	:neutral_face:
75	2.570694087403599	:pile_of_poo:
76	2.570694087403599	:smiling_face_with_halo:
77	2.570694087403599	:astonished_face:
78	2.570694087403599	:sun:
79	2.570694087403599	:wine_glass:
80	2.570694087403599	:droplet:
81	2.570694087403599	:nail_polish:
82	2.570694087403599	:kitchen_knife:
83	2.570694087403599	:anxious_face_with_sweat:
84	2.570694087403599	:frog_face:
85	2.570694087403599	:crown:
86	2.570694087403599	:books:
87	2.570694087403599	:people_with_bunny_ears:
88	2.570694087403599	:SOON_arrow:
89	2.570694087403599	:clinking_beer_mugs:
90	1.2853470437017995	:two_women_holding_hands:
91	1.2853470437017995	:globe_showing_Asia-Australia:
92	1.2853470437017995	:palm_tree:
93	1.2853470437017995	:dashing_away:
94	1.2853470437017995	:frowning_face:
95	1.2853470437017995	:face_without_mouth:
96	1.2853470437017995	:heart_with_arrow:
97	1.2853470437017995	:basketball:
98	1.2853470437017995	:rocket:
99	1.2853470437017995	:princess:
100	1.2853470437017995	:violin:
101	1.2853470437017995	:white_heavy_check_mark:
102	1.2853470437017995	:face_with_tongue:
103	1.2853470437017995	:cat_face:
104	1.2853470437017995	:dog_face:
