Position	Relative Frequency	emoji
1	82.08955223880596	:face_with_tears_of_joy: :face_with_tears_of_joy:
2	37.3134328358209	:smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes:
3	29.850746268656717	:weary_face: :weary_face:
4	22.388059701492537	:flushed_face: :flushed_face:
5	22.388059701492537	:weary_cat_face: :face_screaming_in_fear:
6	22.388059701492537	:face_with_medical_mask: :face_with_medical_mask:
7	14.925373134328359	:expressionless_face: :expressionless_face:
8	14.925373134328359	:smiling_face_with_heart-eyes: :red_heart:
9	14.925373134328359	:face_screaming_in_fear: :weary_cat_face:
10	14.925373134328359	:face_with_tears_of_joy: :Santa_Claus:
11	14.925373134328359	:Santa_Claus: :face_with_tears_of_joy:
12	14.925373134328359	:loudly_crying_face: :loudly_crying_face:
13	14.925373134328359	:skull: :skull:
14	14.925373134328359	:speak-no-evil_monkey: :face_with_tears_of_joy:
15	14.925373134328359	:see-no-evil_monkey: :see-no-evil_monkey:
16	7.462686567164179	:flushed_face: :hundred_points:
17	7.462686567164179	:palm_tree: :sun:
18	7.462686567164179	:grinning_face: :pistol:
19	7.462686567164179	:dashing_away: :droplet:
20	7.462686567164179	:droplet: :sweat_droplets:
21	7.462686567164179	:sweat_droplets: :thumbs_down:
22	7.462686567164179	:tired_face: :face_with_medical_mask:
23	7.462686567164179	:pouting_face: :loudly_crying_face:
24	7.462686567164179	:person_gesturing_NO: :pistol:
25	7.462686567164179	:unamused_face: :unamused_face:
26	7.462686567164179	:expressionless_face: :thumbs_down:
27	7.462686567164179	:grinning_face_with_smiling_eyes: :unamused_face:
28	7.462686567164179	:umbrella_with_rain_drops: :violin:
29	7.462686567164179	:red_heart: :person_tipping_hand:
30	7.462686567164179	:loudly_crying_face: :face_blowing_a_kiss:
31	7.462686567164179	:loudly_crying_face: :kitchen_knife:
32	7.462686567164179	:kitchen_knife: :fire:
33	7.462686567164179	:grinning_face_with_smiling_eyes: :see-no-evil_monkey:
