Position	Relative Frequency	n-gram
1	0.33160896670645973	cant wait see
2	0.26528717336516777	great start day
3	0.26528717336516777	getting better better
4	0.19896538002387584	keeps getting better
5	0.19896538002387584	great way start
6	0.19896538002387584	way start morning
7	0.19896538002387584	gonna great day
8	0.19896538002387584	coin lecoincanard coin
9	0.13264358668258389	love cold winter
10	0.13264358668258389	asked god protect
11	0.13264358668258389	god protect enemies
12	0.13264358668258389	started losing friends
13	0.13264358668258389	going wonderful day
14	0.13264358668258389	oil gas sector
15	0.13264358668258389	thanks mother nature
16	0.13264358668258389	going great day
17	0.13264358668258389	love able sleep
18	0.13264358668258389	road safety campaign
19	0.13264358668258389	safety campaign donkey
20	0.13264358668258389	campaign donkey killed
21	0.13264358668258389	donkey killed car
22	0.13264358668258389	sounds like great
23	0.13264358668258389	always fun thing
24	0.13264358668258389	number #accounting #absolutetosh
25	0.13264358668258389	way start new
26	0.13264358668258389	start new year
27	0.13264358668258389	makes perfect sense
28	0.13264358668258389	feel like million
29	0.13264358668258389	like million bucks
30	0.13264358668258389	nothing like waking
31	0.13264358668258389	like much fun
32	0.13264358668258389	love wide awake
33	0.13264358668258389	two hours sleep
34	0.13264358668258389	new years eve
35	0.13264358668258389	lecoincanard coin lecoincanard
36	0.13264358668258389	great start morning
37	0.13264358668258389	throwing always fun
38	0.13264358668258389	way start day
39	0.06632179334129194	sweet united nations
40	0.06632179334129194	united nations video
41	0.06632179334129194	nations video time
42	0.06632179334129194	video time christmas
43	0.06632179334129194	time christmas #imagine
44	0.06632179334129194	christmas #imagine #noreligion
45	0.06632179334129194	#imagine #noreligion httptcofejvoubr
46	0.06632179334129194	#noreligion httptcofejvoubr mrdahl
47	0.06632179334129194	httptcofejvoubr mrdahl rumored
48	0.06632179334129194	mrdahl rumored talked
49	0.06632179334129194	rumored talked ervs
50	0.06632179334129194	talked ervs agent
51	0.06632179334129194	ervs agent angels
52	0.06632179334129194	agent angels asked
53	0.06632179334129194	angels asked ed
54	0.06632179334129194	asked ed escobar
55	0.06632179334129194	ed escobar thats
56	0.06632179334129194	escobar thats hardly
57	0.06632179334129194	thats hardly nothing
58	0.06632179334129194	hardly nothing hey
59	0.06632179334129194	nothing hey nice
60	0.06632179334129194	hey nice see
61	0.06632179334129194	nice see minnesotand
62	0.06632179334129194	see minnesotand winter
63	0.06632179334129194	minnesotand winter weather
64	0.06632179334129194	winter weather cant
65	0.06632179334129194	weather cant breathe
66	0.06632179334129194	cant breathe chosen
67	0.06632179334129194	breathe chosen notable
68	0.06632179334129194	chosen notable quote
69	0.06632179334129194	notable quote year
70	0.06632179334129194	quote year annual
71	0.06632179334129194	year annual list
72	0.06632179334129194	annual list released
73	0.06632179334129194	list released yale
74	0.06632179334129194	released yale university
75	0.06632179334129194	yale university librarian
76	0.06632179334129194	university librarian nothing
77	0.06632179334129194	librarian nothing makes
78	0.06632179334129194	nothing makes happier
79	0.06632179334129194	makes happier getting
80	0.06632179334129194	happier getting highway
81	0.06632179334129194	getting highway seeing
82	0.06632179334129194	highway seeing break
83	0.06632179334129194	seeing break lights
