Position	Relative Frequency	n-gram
1	0.4411394000504159	www monstermmorpg com
2	0.3150995714645828	get paid posting
3	0.25207965717166625	loyalty vs self
4	0.25207965717166625	vs self protection
5	0.1890597428787497	self protection loyalty
6	0.1890597428787497	protection loyalty vs
7	0.1890597428787497	smile smile smile
8	0.1890597428787497	beginning look lot
9	0.1890597428787497	look lot like
10	0.1890597428787497	liked youtube video
11	0.1890597428787497	rbrnetwork theoldbreed dolphinman
12	0.1890597428787497	theoldbreed dolphinman josephwarrendr
13	0.1890597428787497	dolphinman josephwarrendr justin
14	0.1890597428787497	#notcias #eu #europ
15	0.1890597428787497	app pays see
16	0.12603982858583312	open christmas day
17	0.12603982858583312	httptcoicpdcaonq #christmas #gift
18	0.12603982858583312	hair looks like
19	0.12603982858583312	rbrnetwork freeman thelexzane
20	0.12603982858583312	freeman thelexzane ananvii
21	0.12603982858583312	thelexzane ananvii abptrocket
22	0.12603982858583312	happy new year
23	0.12603982858583312	read httptcohbeabhklw news
24	0.12603982858583312	monstermmorpg com since
25	0.12603982858583312	adambelz leeosp vruno
26	0.12603982858583312	found www monstermmorpg
27	0.12603982858583312	rbrnetwork dolphinman theoldbreed
28	0.12603982858583312	remember last time
29	0.12603982858583312	last time saw
30	0.12603982858583312	lot like christmas
31	0.12603982858583312	freeman lifedll abptrocket
32	0.12603982858583312	lifedll abptrocket ananvii
33	0.12603982858583312	josephwarrendr justin coutopanda
34	0.12603982858583312	bell hooks #ferguson
35	0.12603982858583312	ananvii joehilgerman freeman
36	0.12603982858583312	rights begin cannot
37	0.12603982858583312	begin cannot take
38	0.12603982858583312	cannot take right
39	0.12603982858583312	take right earning
40	0.12603982858583312	right earning livelihood
41	0.12603982858583312	earning livelihood free
42	0.12603982858583312	livelihood free movement
43	0.12603982858583312	rbrnetwork joehilgerman freeman
44	0.12603982858583312	ugly christmas sweater
45	0.12603982858583312	website worth million
46	0.12603982858583312	paid posting httptcooxybfwwwb
47	0.12603982858583312	leave email invoice
48	0.12603982858583312	produce kinds creative
49	0.12603982858583312	kinds creative designs
50	0.12603982858583312	timowensby rbrnetwork indyenigma
51	0.12603982858583312	rbrnetwork indyenigma calfreedommom
52	0.12603982858583312	santa juncker bring
53	0.12603982858583312	juncker bring gift
54	0.12603982858583312	bring gift healthier
55	0.12603982858583312	gift healthier eu
56	0.12603982858583312	go go go
57	0.12603982858583312	level badge untappd
58	0.12603982858583312	memphis pint dram
59	0.12603982858583312	end fish discards
60	0.12603982858583312	fish discards delayed
61	0.12603982858583312	harrythetech timowensby theoldbreed
62	0.12603982858583312	httptcoqwbriavksmartphone app pays
63	0.12603982858583312	pays see httptcordlrugnie
64	0.12603982858583312	see httptcordlrugnie go
65	0.12603982858583312	httptcordlrugnie go httpstcocpjzkegne
66	0.12603982858583312	good game bad
67	0.12603982858583312	game bad game
68	0.12603982858583312	neilby parkzthedon tonybrown
69	0.12603982858583312	joehilgerman freeman abptrocket
70	0.12603982858583312	xmas blog feat
71	0.12603982858583312	blog feat intimissimiofficial
72	0.12603982858583312	read story share
73	0.12603982858583312	story share love
74	0.12603982858583312	#diy #crafts please
75	0.12603982858583312	#crafts please rt
76	0.12603982858583312	ha ha ha
77	0.12603982858583312	paid posting stuff
78	0.12603982858583312	posting stuff like
79	0.06301991429291656	episodes left dying
80	0.06301991429291656	left dying never
81	0.06301991429291656	dying never old
82	0.06301991429291656	never old footie
83	0.06301991429291656	old footie pajamas
84	0.06301991429291656	footie pajamas httptcoelzgqsxyq
85	0.06301991429291656	pajamas httptcoelzgqsxyq opening
86	0.06301991429291656	httptcoelzgqsxyq opening first
87	0.06301991429291656	opening first beer
88	0.06301991429291656	first beer gonna
89	0.06301991429291656	beer gonna long
90	0.06301991429291656	gonna long night
91	0.06301991429291656	long night day
92	0.06301991429291656	night day adamklug
93	0.06301991429291656	day adamklug think
94	0.06301991429291656	adamklug think would
95	0.06301991429291656	think would support
96	0.06301991429291656	would support guy
97	0.06301991429291656	support guy knocked
98	0.06301991429291656	guy knocked daughter
99	0.06301991429291656	knocked daughter rice
100	0.06301991429291656	daughter rice deserve
101	0.06301991429291656	rice deserve support
102	0.06301991429291656	deserve support samcguigan
103	0.06301991429291656	support samcguigan allowed
104	0.06301991429291656	samcguigan allowed open
105	0.06301991429291656	allowed open christmas
106	0.06301991429291656	christmas day instead
107	0.06301991429291656	day instead scrolling
108	0.06301991429291656	instead scrolling facebook
109	0.06301991429291656	scrolling facebook instagram
110	0.06301991429291656	facebook instagram twitter
111	0.06301991429291656	instagram twitter hours
112	0.06301991429291656	twitter hours end
113	0.06301991429291656	hours end accomplishing
114	0.06301991429291656	end accomplishing nothing
115	0.06301991429291656	accomplishing nothing targetzonept
116	0.06301991429291656	bloody upstairs getting
117	0.06301991429291656	upstairs getting changed
118	0.06301991429291656	getting changed cold
119	0.06301991429291656	changed cold warmth
120	0.06301991429291656	cold warmth suffuse
121	0.06301991429291656	warmth suffuse one
122	0.06301991429291656	suffuse one cheeks
123	0.06301991429291656	one cheeks pink
124	0.06301991429291656	cheeks pink colour
125	0.06301991429291656	pink colour tone
126	0.06301991429291656	colour tone understand
127	0.06301991429291656	tone understand underlying
128	0.06301991429291656	understand underlying difference
129	0.06301991429291656	underlying difference texture
130	0.06301991429291656	difference texture guess
131	0.06301991429291656	texture guess cat
132	0.06301991429291656	guess cat also
133	0.06301991429291656	cat also lost
134	0.06301991429291656	also lost pounds
135	0.06301991429291656	lost pounds went
136	0.06301991429291656	pounds went vet
137	0.06301991429291656	went vet feeding
138	0.06301991429291656	vet feeding times
139	0.06301991429291656	feeding times day
140	0.06301991429291656	times day eating
141	0.06301991429291656	day eating food
142	0.06301991429291656	eating food workingout
143	0.06301991429291656	food workingout never
144	0.06301991429291656	workingout never cared
145	0.06301991429291656	never cared beyonce
146	0.06301991429291656	cared beyonce bc
147	0.06301991429291656	beyonce bc could
148	0.06301991429291656	bc could never
149	0.06301991429291656	could never get
150	0.06301991429291656	never get sense
151	0.06301991429291656	get sense interviews
152	0.06301991429291656	sense interviews lacked
153	0.06301991429291656	interviews lacked depth
154	0.06301991429291656	lacked depth azealiabanks
155	0.06301991429291656	depth azealiabanks tho
156	0.06301991429291656	azealiabanks tho girl
157	0.06301991429291656	tho girl got
158	0.06301991429291656	girl got rushordertees
159	0.06301991429291656	got rushordertees thxflw
160	0.06301991429291656	rushordertees thxflw flwthemusic
161	0.06301991429291656	thxflw flwthemusic elektrikeventz
162	0.06301991429291656	flwthemusic elektrikeventz elektrikmetro
163	0.06301991429291656	elektrikeventz elektrikmetro r
164	0.06301991429291656	elektrikmetro r #elektrikbloom
165	0.06301991429291656	r #elektrikbloom #elektrikfantasy
166	0.06301991429291656	#elektrikbloom #elektrikfantasy #iwant2drift
167	0.06301991429291656	#elektrikfantasy #iwant2drift #elev8theunderground
168	0.06301991429291656	#iwant2drift #elev8theunderground amazingly
169	0.06301991429291656	#elev8theunderground amazingly httptconeiozunbld
170	0.06301991429291656	amazingly httptconeiozunbld owned
171	0.06301991429291656	httptconeiozunbld owned #bhp
172	0.06301991429291656	owned #bhp going
173	0.06301991429291656	#bhp going shell
174	0.06301991429291656	going shell decent
175	0.06301991429291656	shell decent money
176	0.06301991429291656	decent money #bhpbilliton
177	0.06301991429291656	money #bhpbilliton #south32
178	0.06301991429291656	#bhpbilliton #south32 wish
179	0.06301991429291656	#south32 wish could
180	0.06301991429291656	wish could told
181	0.06301991429291656	could told nicolescherzy
182	0.06301991429291656	told nicolescherzy #nicolescherzinger
183	0.06301991429291656	nicolescherzy #nicolescherzinger #onelove
184	0.06301991429291656	#nicolescherzinger #onelove #myfav
185	0.06301991429291656	#onelove #myfav #myqueen
186	0.06301991429291656	httptcoquelfqyr rain made
187	0.06301991429291656	rain made extra
188	0.06301991429291656	made extra extra
189	0.06301991429291656	extra extra lazy
190	0.06301991429291656	great summary year
191	0.06301991429291656	summary year got
192	0.06301991429291656	year got june th
193	0.06301991429291656	got june th weekend
194	0.06301991429291656	june th weekend hartswormx
195	0.06301991429291656	weekend hartswormx birthday
196	0.06301991429291656	hartswormx birthday #rivertrip
197	0.06301991429291656	birthday #rivertrip #groupchat
198	0.06301991429291656	#rivertrip #groupchat see
