Position	Frequency	n-gram
3	7	www monstermmorpg com
4	5	get paid posting
6	4	loyalty vs self
7	4	vs self protection
9	4	great start day
10	4	getting better better
13	3	self protection loyalty
14	3	protection loyalty vs
15	3	let us get
16	3	oil gas sector
17	3	happy new year
18	3	smile smile smile
19	3	beginning look lot
20	3	look lot like
21	3	liked youtube video
23	3	rbrnetwork theoldbreed dolphinman
24	3	theoldbreed dolphinman josephwarrendr
25	3	dolphinman josephwarrendr justin
26	3	keeps getting better
27	3	great way start
28	3	way start morning
29	3	#diy #crafts please
30	3	#crafts please rt
31	3	let us go
32	3	#notcias #eu #europ
33	3	gonna great day
34	3	app pays see
35	3	coin lecoincanard coin
36	2	open christmas day
37	2	love cold winter
38	2	asked god protect
39	2	god protect enemies
40	2	started losing friends
41	2	httptcoicpdcaonq #christmas #gift
42	2	going wonderful day
43	2	hair looks like
44	2	rbrnetwork freeman thelexzane
45	2	freeman thelexzane ananvii
46	2	thelexzane ananvii abptrocket
47	2	thanks mother nature
48	2	going great day
49	2	love able sleep
51	2	road safety campaign
52	2	safety campaign donkey
53	2	campaign donkey killed
54	2	donkey killed car
55	2	read httptcohbeabhklw news
56	2	sounds like great
57	2	always fun thing
58	2	monstermmorpg com since
59	2	love waking am
60	2	waking am everyday
61	2	adambelz leeosp vruno
63	2	number #accounting #absolutetosh
64	2	found www monstermmorpg
65	2	rbrnetwork dolphinman theoldbreed
66	2	way start new
67	2	start new year
68	2	makes perfect sense
70	2	feel like million
71	2	like million bucks
72	2	nothing like waking
73	2	remember last time
74	2	last time saw
75	2	less hours sleep
76	2	lot like christmas
77	2	freeman lifedll abptrocket
78	2	lifedll abptrocket ananvii
79	2	like much fun
80	2	josephwarrendr justin coutopanda
81	2	bell hooks #ferguson
82	2	ananvii joehilgerman freeman
83	2	rights begin cannot
84	2	begin cannot take
85	2	cannot take right
86	2	take right earning
87	2	right earning livelihood
88	2	earning livelihood free
89	2	livelihood free movement
93	2	rbrnetwork joehilgerman freeman
94	2	ugly christmas sweater
95	2	back work tonight
96	2	love wide awake
97	2	wide awake am
98	2	website worth million
99	2	paid posting httptcooxybfwwwb
101	2	leave email invoice
102	2	produce kinds creative
103	2	kinds creative designs
104	2	timowensby rbrnetwork indyenigma
105	2	rbrnetwork indyenigma calfreedommom
106	2	santa juncker bring
107	2	juncker bring gift
108	2	bring gift healthier
109	2	gift healthier eu
110	2	go go go
111	2	level badge untappd
112	2	memphis pint dram
114	2	go back work
115	2	let us see
116	2	end fish discards
117	2	fish discards delayed
118	2	two hours sleep
119	2	new year eve
120	2	harrythetech timowensby theoldbreed
121	2	httptcoqwbriavksmartphone app pays
122	2	pays see httptcordlrugnie
123	2	see httptcordlrugnie go
124	2	httptcordlrugnie go httpstcocpjzkegne
125	2	good game bad
126	2	game bad game
127	2	lecoincanard coin lecoincanard
129	2	rt randalolson baby
130	2	randalolson baby name
131	2	baby name #dataviz
132	2	name #dataviz source
133	2	neilby parkzthedon tonybrown
134	2	joehilgerman freeman abptrocket
135	2	great start morning
136	2	xmas blog feat
137	2	blog feat intimissimiofficial
138	2	read story share
139	2	story share love
140	2	ha ha ha
141	2	way start day
142	2	paid posting stuff
143	2	posting stuff like
144	1	sweet united nations
145	1	united nations video
146	1	nations video time
147	1	video time christmas
148	1	time christmas #imagine
149	1	christmas #imagine #noreligion
150	1	#imagine #noreligion httptcofejvoubr
151	1	#noreligion httptcofejvoubr mrdahl
152	1	httptcofejvoubr mrdahl rumored
153	1	mrdahl rumored talked
154	1	rumored talked erv
155	1	talked erv agent
