Position	Relative Frequency	n-gram
1	1.1746050390556175	:person_raising_hand: :person_raising_hand: :person_raising_hand:
2	0.2936512597639044	:pouting_face: :pouting_face: :pouting_face:
3	0.23492100781112352	loyalty vs self
4	0.23492100781112352	vs self protection
5	0.23492100781112352	:tropical_drink: :tropical_drink: :tropical_drink:
6	0.23492100781112352	cant wait see
7	0.17619075585834262	self protection loyalty
8	0.17619075585834262	protection loyalty vs
9	0.17619075585834262	smile smile smile
10	0.17619075585834262	beginning look lot
11	0.17619075585834262	look lot like
12	0.17619075585834262	liked youtube video
13	0.17619075585834262	:face_blowing_a_kiss: :face_blowing_a_kiss: :face_blowing_a_kiss:
14	0.17619075585834262	rbrnetwork theoldbreed dolphinman
15	0.17619075585834262	theoldbreed dolphinman josephwarrendr
16	0.17619075585834262	dolphinman josephwarrendr justin
17	0.17619075585834262	#notcias #eu #europ
18	0.17619075585834262	get paid posting
19	0.11746050390556176	open christmas day
20	0.11746050390556176	httptcoicpdcaonq #christmas #gift
21	0.11746050390556176	dont think ive
22	0.11746050390556176	think ive ever
23	0.11746050390556176	hair looks like
24	0.11746050390556176	im still laughing
25	0.11746050390556176	rbrnetwork freeman thelexzane
26	0.11746050390556176	freeman thelexzane ananvii
27	0.11746050390556176	thelexzane ananvii abptrocket
28	0.11746050390556176	dont think know
29	0.11746050390556176	read httptcohbeabhklw news
30	0.11746050390556176	wwwmonstermmorpg com since
31	0.11746050390556176	im really excited
32	0.11746050390556176	adambelz leeosp vruno
33	0.11746050390556176	:OK_hand: :OK_hand: :OK_hand:
34	0.11746050390556176	found wwwmonstermmorpg com
35	0.11746050390556176	rbrnetwork dolphinman theoldbreed
36	0.11746050390556176	cant win em
37	0.11746050390556176	cant remember last
38	0.11746050390556176	remember last time
39	0.11746050390556176	last time saw
40	0.11746050390556176	lot like christmas
41	0.11746050390556176	freeman lifedll abptrocket
42	0.11746050390556176	lifedll abptrocket ananvii
43	0.11746050390556176	josephwarrendr justin coutopanda
44	0.11746050390556176	ananvii joehilgerman freeman
45	0.11746050390556176	rights begin cannot
46	0.11746050390556176	begin cannot take
47	0.11746050390556176	cannot take right
48	0.11746050390556176	take right earning
49	0.11746050390556176	right earning livelihood
50	0.11746050390556176	earning livelihood free
51	0.11746050390556176	livelihood free movement
52	0.11746050390556176	dont say anything
53	0.11746050390556176	rbrnetwork joehilgerman freeman
54	0.11746050390556176	ugly christmas sweater
55	0.11746050390556176	#tsu website worth
