Position	Frequency	n-gram
1	167	love
2	111	day
3	97	like
4	96	great
5	83	get
6	72	people
7	66	fun
8	63	good
9	62	oh
10	62	one
11	61	today
12	59	time
13	56	work
14	55	really
15	54	christmas
16	50	know
17	50	going
18	50	well
19	48	see
20	48	thanks
22	41	way
23	41	go
24	40	wait
25	39	much
26	39	morning
27	37	start
28	37	back
29	35	year
30	34	got
31	33	nice
32	33	us
33	33	new
34	32	getting
35	32	would
36	32	sleep
37	32	lol
38	31	am
39	31	right
40	30	feel
41	29	life
42	29	think
43	29	still
44	29	hours
45	29	thing
46	29	wow
47	29	always
48	28	need
49	28	want
50	28	yeah
51	27	another
52	27	someone
54	25	nothing
55	25	yay
56	25	better
57	25	even
58	24	best
59	24	last
60	24	working
61	24	school
62	23	big
63	23	never
64	23	make
65	23	night
66	22	happy
67	21	waking
68	21	game
69	21	awesome
70	21	next
71	21	two
72	20	makes
73	20	sure
74	20	twitter
75	20	yet
76	20	world
77	19	thank
78	19	ever
79	19	week
80	19	come
81	19	look
82	19	man
83	19	glad
84	18	feeling
85	18	car
86	18	talk
87	18	let
88	18	job
89	18	funny
90	18	made
91	18	rt
92	18	things
93	17	yes
94	17	take
95	17	hour
96	17	bad
97	17	home
98	17	monday
99	16	trying
100	16	guys
101	16	tell
102	16	service
103	16	u
104	16	say
105	16	making
106	16	family
107	16	ready
108	15	first
109	15	early
110	15	sick
111	15	looks
112	15	news
113	15	super
114	15	every
115	15	stop
116	15	days
117	15	show
118	15	done
119	15	everything
120	14	media
121	14	wonderful
122	14	real
123	14	tomorrow
124	14	haha
125	14	says
126	14	mean
127	14	coming
128	14	keep
129	14	half
130	14	final
131	14	excited
132	14	guy
133	14	put
134	14	times
135	13	please
136	13	free
137	13	finals
138	13	police
139	13	gonna
140	13	many
141	13	sounds
142	13	money
143	13	gotta
144	13	everyone
145	13	face
146	13	watching
147	13	help
148	12	guess
149	12	could
151	12	hard
152	12	also
153	12	using
154	12	far
155	12	lovely
156	12	hate
157	12	tonight
158	12	class
159	12	looking
160	12	around
161	12	minutes
162	11	xmas
163	11	else
164	11	find
165	11	cold
166	11	thought
167	11	already
168	11	shit
169	11	joke
170	11	bed
171	11	write
172	11	enough
173	11	tweet
174	11	end
175	11	black
176	11	white
177	11	gets
179	11	drive
180	11	favorite
181	11	totally
182	11	amazing
183	11	test
184	11	actually
185	10	god
186	10	phone
187	10	whole
188	10	late
189	10	left
190	10	little
191	10	hope
193	10	name
194	10	years
195	10	fuck
196	10	loving
197	10	saying
198	10	perfect
199	10	word
200	10	ppl
201	10	awake
202	10	pay
203	10	seems
204	10	pretty
205	10	fan
206	10	place
207	10	give
208	10	able
209	10	must
210	10	person
211	10	since
212	10	read
213	10	finally
214	10	music
215	10	joy
216	10	wake
217	10	believe
218	10	call
219	10	via
220	10	cool
221	10	wrong
222	9	hey
223	9	weather
224	9	break
225	9	something
226	9	friday
227	9	stuff
228	9	friends
229	9	important
230	9	said
231	9	though
232	9	saturday
233	9	taking
234	9	reading
235	9	mom
236	9	old
239	9	top
240	9	hear
241	9	fix
243	9	exam
244	9	pm
245	9	cause
246	9	rain
247	9	wearing
248	9	team
249	9	law
250	9	wanted
251	9	weeks
252	9	use
253	9	w
254	9	girls
256	9	watch
257	9	miss
258	9	point
259	9	play
260	9	kids
261	8	seeing
262	8	moment
263	8	course
264	8	paper
265	8	picture
266	8	tweets
267	8	part
268	8	surprise
269	8	women
270	8	talking
271	8	mind
272	8	book
273	8	hair
274	8	comes
275	8	xbox
276	8	country
277	8	went
279	8	song
280	8	ok
281	8	lot
282	8	worth
283	8	wanna
284	8	sense
285	8	ago
286	8	#lol
287	8	million
288	8	house
289	8	lost
290	8	holiday
291	8	studying
292	8	ya
293	8	fact
294	7	asked
295	7	winter
296	7	p
297	7	second
298	7	hand
299	7	fine
300	7	men
301	7	might
302	7	happened
303	7	th
304	7	busy
305	7	obama
306	7	missed
307	7	heard
308	7	goes
309	7	sony
310	7	remember
311	7	forward
312	7	true
313	7	fucking
314	7	yesterday
315	7	dead
316	7	used
317	7	group
318	7	ask
319	7	anything
321	7	body
322	7	waiting
323	7	peaceful
324	7	coffee
325	7	breaking
326	7	told
327	7	probably
328	7	away
329	7	weekend
330	7	teacher
331	7	gone
332	7	hot
333	7	deal
334	7	safe
335	7	works
336	7	season
337	7	happens
338	7	quite
339	7	train
340	7	definitely
341	7	reason
342	7	beautiful
343	7	bus
344	7	e
345	7	try
346	7	month
347	7	internet
348	7	broken
349	6	found
350	6	hit
351	6	books
352	6	running
353	6	high
354	6	tweeted
355	6	race
356	6	double
357	6	snow
358	6	may
359	6	listening
360	6	ass
361	6	fantastic
362	6	playing
363	6	girl
364	6	act
365	6	north
366	6	sad
367	6	live
368	6	games
369	6	absolutely
370	6	different
371	6	number
372	6	hurt
373	6	american
374	6	cuba
375	6	watched
376	6	parents
377	6	least
378	6	justice
380	6	yup
381	6	r
382	6	d
383	6	cant
384	6	favourite
385	6	walking
386	6	shopping
387	6	sorry
388	6	message
389	6	turn
390	6	hold
391	6	change
392	6	leaving
393	6	shirt
394	6	called
395	6	long
396	6	surprised
397	6	shocked
398	6	woman
399	6	english
400	6	caught
401	6	stay
402	6	ur
404	6	#christmas
405	6	woke
406	6	later
407	6	outside
408	6	keeps
409	6	n
410	6	page
411	6	welcome
412	6	enjoy
413	6	post
414	5	sweet
415	5	list
416	5	office
417	5	bill
418	5	quality
419	5	mornings
420	5	social
421	5	omg
422	5	open
423	5	decided
424	5	whatever
425	5	started
426	5	losing
427	5	customer
428	5	response
429	5	sex
430	5	cut
431	5	maybe
432	5	cry
433	5	fingers
434	5	secret
435	5	£
436	5	fight
437	5	greatest
438	5	power
439	5	presents
440	5	support
441	5	completely
442	5	changed
443	5	windows
444	5	gas
445	5	mine
446	5	leave
447	5	photo
448	5	#gamergate
449	5	society
450	5	mate
451	5	teachers
452	5	blood
453	5	due
454	5	round
455	5	pick
456	5	irony
457	5	merry
458	5	children
459	5	bet
460	5	road
461	5	players
462	5	math
463	5	head
464	5	food
465	5	side
466	5	everyday
467	5	government
468	5	b
469	5	security
470	5	less
471	5	cute
472	5	giving
473	5	#truth
474	5	helpful
475	5	soooo
476	5	instagram
477	5	grand
478	5	telling
479	5	took
480	5	essay
481	5	computer
482	5	picked
483	5	selfie
484	5	cover
485	5	ignored
486	5	yrs
487	5	speech
488	5	hands
489	5	jesus
490	5	city
491	5	perfectly
492	5	twice
493	5	small
494	5	c
495	5	luck
496	5	exactly
497	5	student
498	5	#ha
499	5	rather
500	5	hi
501	5	peace
502	5	fake
503	5	taken
504	5	sleeping
505	5	female
506	5	win
507	5	hospital
508	5	bring
509	5	worst
510	5	anyone
511	5	husband
512	5	almost
513	5	three
514	5	coin
515	5	hahaha
516	5	alone
517	5	till
518	5	dear
519	5	health
520	5	grandma
521	5	sky
522	5	sooo
523	5	google
524	4	video
525	4	nd
526	4	lights
527	4	email
528	4	system
529	4	text
530	4	sports
531	4	defense
532	4	died
533	4	learned
534	4	starting
535	4	trust
536	4	sucks
538	4	calls
539	4	sell
540	4	im
541	4	reach
542	4	hmmm
543	4	#work
544	4	tweeting
545	4	saw
546	4	v
547	4	short
548	4	airport
549	4	customers
550	4	askplaystation
551	4	govt
552	4	lfc
553	4	fans
554	4	anymore
555	4	line
556	4	kid
557	4	follow
558	4	yea
559	4	mail
560	4	instead
561	4	imagine
562	4	blowing
563	4	fox
564	4	cnn
565	4	movie
566	4	classes
567	4	offer
568	4	exciting
569	4	#peshawarattack
570	4	shot
571	4	jk
575	4	cia
576	4	shocking
577	4	calling
578	4	safety
579	4	semester
580	4	mother
581	4	officially
582	4	tried
583	4	care
584	4	cup
585	4	vote
586	4	cannot
587	4	
588	4	record
589	4	kill
590	4	save
591	4	kind
592	4	ticket
593	4	human
594	4	voting
595	4	clearly
596	4	football
597	4	plan
598	4	strong
600	4	earlier
601	4	crap
602	4	cops
603	4	party
604	4	room
605	4	direction
606	4	london
607	4	crime
608	4	okay
609	4	came
610	4	episode
611	4	#blessed
612	4	five
613	4	single
614	4	especially
615	4	special
616	4	staff
617	4	attack
618	4	tax
619	4	full
620	4	price
621	4	water
622	4	public
623	4	classy
625	4	lives
626	4	stomach
627	4	facebook
628	4	reply
629	4	ending
630	4	journalism
631	4	rangers
632	4	stand
633	4	seem
634	4	western
635	4	wide
636	4	buy
637	4	traffic
638	4	gee
639	4	climate
640	4	means
641	4	french
642	4	sends
643	4	poor
644	4	wrote
645	4	shame
646	4	sit
647	4	plus
648	4	cancelled
649	4	fire
650	4	eye
651	4	asleep
