Position	Frequency	n-gram
1	3	keeps getting better better
3	2	asked god protect enemies
4	2	road safety campaign donkey
5	2	safety campaign donkey killed
6	2	campaign donkey killed car
7	2	way start new year
8	2	feel like million bucks
10	2	love wide awake am
11	2	coin lecoincanard coin lecoincanard
12	2	lecoincanard coin lecoincanard coin
14	2	great way start day
15	1	sweet united nations video
16	1	united nations video time
17	1	nations video time christmas
18	1	video time christmas #imagine
19	1	time christmas #imagine #noreligion
20	1	christmas #imagine #noreligion httptcofejvoubr
21	1	#imagine #noreligion httptcofejvoubr mrdahl
22	1	#noreligion httptcofejvoubr mrdahl rumored
23	1	httptcofejvoubr mrdahl rumored talked
24	1	mrdahl rumored talked erv
25	1	rumored talked erv agent
26	1	talked erv agent angels
27	1	erv agent angels asked
28	1	agent angels asked ed
29	1	angels asked ed escobar
30	1	asked ed escobar hardly
31	1	ed escobar hardly nothing
32	1	escobar hardly nothing hey
33	1	hardly nothing hey nice
34	1	nothing hey nice see
35	1	hey nice see minnesota
36	1	nice see minnesota nd
37	1	see minnesota nd winter
38	1	minnesota nd winter weather
39	1	nd winter weather breathe
40	1	winter weather breathe chosen
41	1	weather breathe chosen notable
42	1	breathe chosen notable quote
43	1	chosen notable quote year
44	1	notable quote year annual
45	1	quote year annual list
46	1	year annual list released
47	1	annual list released yale
48	1	list released yale university
49	1	released yale university librarian
50	1	yale university librarian nothing
51	1	university librarian nothing makes
52	1	librarian nothing makes happier
53	1	nothing makes happier getting
54	1	makes happier getting highway
55	1	happier getting highway seeing
56	1	getting highway seeing break
57	1	highway seeing break lights
58	1	seeing break lights light
59	1	break lights light like
60	1	lights light like christmas
61	1	light like christmas tree
62	1	like christmas tree oh
63	1	christmas tree oh thank
64	1	tree oh thank god
65	1	oh thank god entire
66	1	thank god entire office
67	1	god entire office email
68	1	entire office email system
69	1	office email system day
70	1	email system day big
71	1	system day big event
72	1	day big event santa
73	1	big event santa know
74	1	event santa know get
75	1	santa know get xmas
76	1	know get xmas great
77	1	get xmas great mobile
78	1	xmas great mobile bill
79	1	great mobile bill arrives
80	1	mobile bill arrives text
81	1	bill arrives text crushes
82	1	arrives text crushes great
83	1	text crushes great realize
84	1	crushes great realize never
85	1	great realize never interested
86	1	realize never interested p
87	1	never interested p buffalo
88	1	interested p buffalo sports
89	1	p buffalo sports media
90	1	buffalo sports media smarter
91	1	sports media smarter us
92	1	media smarter us else
93	1	smarter us else get
94	1	us else get quality
95	1	else get quality insight
96	1	get quality insight offered
97	1	quality insight offered harrington
98	1	insight offered harrington busgaglia
99	1	offered harrington busgaglia yankeeswfan
100	1	harrington busgaglia yankeeswfan kenrosenthal
101	1	busgaglia yankeeswfan kenrosenthal trading
102	1	yankeeswfan kenrosenthal trading sp
103	1	kenrosenthal trading sp defense
104	1	trading sp defense ss
105	1	sp defense ss brilliant
106	1	defense ss brilliant trade
107	1	ss brilliant trade darklightdave
108	1	brilliant trade darklightdave trying
109	1	trade darklightdave trying find
110	1	darklightdave trying find us
111	1	trying find us battery
112	1	find us battery died
113	1	us battery died guess
114	1	battery died guess found
115	1	died guess found us
116	1	guess found us yes
117	1	found us yes bastard
118	1	us yes bastard wand
119	1	yes bastard wand deputymartinski
120	1	bastard wand deputymartinski please
121	1	wand deputymartinski please need
122	1	deputymartinski please need second
123	1	please need second hand
124	1	need second hand embarrassment
125	1	second hand embarrassment desperatly
126	1	hand embarrassment desperatly phone
127	1	embarrassment desperatly phone ywtorres
128	1	desperatly phone ywtorres time
129	1	phone ywtorres time hit
130	1	ywtorres time hit books
131	1	time hit books love
132	1	hit books love cold
133	1	books love cold winter
134	1	love cold winter mornings
139	1	best feeling everrrrrrr smh
140	1	feeling everrrrrrr smh never
141	1	everrrrrrr smh never knew
142	1	smh never knew something
143	1	never knew something could
144	1	knew something could halal
145	1	something could halal muslim
146	1	could halal muslim whole
147	1	halal muslim whole life
148	1	muslim whole life somehow
149	1	whole life somehow learned
150	1	life somehow learned something
151	1	somehow learned something new
152	1	learned something new guess
153	1	something new guess wonderful
154	1	new guess wonderful day
155	1	guess wonderful day starting
156	1	wonderful day starting work
157	1	day starting work am
158	1	starting work am redsox
159	1	work am redsox guys
160	1	am redsox guys sure
161	1	redsox guys sure screwed
162	1	guys sure screwed royally
163	1	sure screwed royally happy
164	1	screwed royally happy lester
165	1	royally happy lester brain
166	1	happy lester brain trust
167	1	lester brain trust sucks
168	1	brain trust sucks #nicejob
169	1	trust sucks #nicejob #lestertochicago
170	1	sucks #nicejob #lestertochicago twig
171	1	#nicejob #lestertochicago twig sprig
172	1	#lestertochicago twig sprig —
173	1	twig sprig — sec
174	1	sprig — sec limit
175	1	— sec limit new
176	1	sec limit new social
177	1	limit new social video
178	1	new social video platform
179	1	social video platform #techtalk
180	1	video platform #techtalk #editorspick
181	1	platform #techtalk #editorspick #sillyvine
182	1	#techtalk #editorspick #sillyvine #tr
183	1	#editorspick #sillyvine #tr httpstcodmkcxpyzq
184	1	#sillyvine #tr httpstcodmkcxpyzq yay
185	1	#tr httpstcodmkcxpyzq yay another
186	1	httpstcodmkcxpyzq yay another work
187	1	yay another work am
188	1	another work am day
193	1	physical therapy want friday
194	1	therapy want friday #iwanttosleep
195	1	want friday #iwanttosleep omg
196	1	friday #iwanttosleep omg floptimuscrime
197	1	#iwanttosleep omg floptimuscrime tell
198	1	omg floptimuscrime tell giantfootyguy
199	1	floptimuscrime tell giantfootyguy town
204	1	#truefriend thought real could
205	1	thought real could fine
206	1	real could fine coz
207	1	could fine coz fine
208	1	fine coz fine oh
209	1	coz fine oh wait
210	1	fine oh wait fixed
211	1	oh wait fixed caps
212	1	wait fixed caps lock
213	1	fixed caps lock #laughnow
214	1	caps lock #laughnow hahahaha
215	1	lock #laughnow hahahaha #hypocrisy
216	1	#laughnow hahahaha #hypocrisy mt
217	1	hahahaha #hypocrisy mt independent
218	1	#hypocrisy mt independent katie
219	1	mt independent katie hopkins
220	1	independent katie hopkins calls
221	1	katie hopkins calls russell
222	1	hopkins calls russell brand
223	1	calls russell brand bully
224	1	russell brand bully httptcodzxhiuwl
225	1	brand bully httptcodzxhiuwl moment
226	1	bully httptcodzxhiuwl moment much
227	1	httptcodzxhiuwl moment much stuff
228	1	moment much stuff open
229	1	much stuff open tumblr
230	1	stuff open tumblr #productivity
231	1	open tumblr #productivity #tumblr
232	1	tumblr #productivity #tumblr luv
233	1	#productivity #tumblr luv naturopaths
234	1	#tumblr luv naturopaths sell
235	1	luv naturopaths sell aromatic
236	1	naturopaths sell aromatic herbs
237	1	sell aromatic herbs way
238	1	aromatic herbs way apothecaries
239	1	herbs way apothecaries sell
240	1	way apothecaries sell noxious
241	1	apothecaries sell noxious poisons
242	1	sell noxious poisons #naturopath
243	1	noxious poisons #naturopath apothecary
244	1	poisons #naturopath apothecary #herb
245	1	#naturopath apothecary #herb poison
246	1	apothecary #herb poison impossible
247	1	#herb poison impossible late
248	1	poison impossible late start
249	1	impossible late start dress
250	1	late start dress right
251	1	start dress right #studing
252	1	dress right #studing #university
253	1	right #studing #university #lazy
254	1	#studing #university #lazy already
255	1	#university #lazy already running
256	1	#lazy already running late
257	1	already running late car
258	1	running late car start
259	1	late car start #fantasticfriday
260	1	car start #fantasticfriday decided
261	1	start #fantasticfriday decided become
262	1	#fantasticfriday decided become boss
263	1	decided become boss free
264	1	become boss free time
265	1	boss free time time
266	1	free time time left
267	1	time time left whatsoever
268	1	time left whatsoever theocorleone
269	1	left whatsoever theocorleone davidmaclellan
270	1	whatsoever theocorleone davidmaclellan shit
271	1	theocorleone davidmaclellan shit better
272	1	davidmaclellan shit better shut
273	1	shit better shut stupid
274	1	better shut stupid girly
275	1	shut stupid girly mouth
276	1	stupid girly mouth im
277	1	girly mouth im concerned
278	1	mouth im concerned men
279	1	im concerned men might
280	1	concerned men might think
281	1	men might think yr
282	1	might think yr get
283	1	think yr get little
284	1	yr get little nutty
285	1	get little nutty reach
286	1	little nutty reach orange
287	1	nutty reach orange marmalade
288	1	reach orange marmalade #livingontheedge
289	1	orange marmalade #livingontheedge httptcosfoowev
290	1	marmalade #livingontheedge httptcosfoowev rogers
291	1	#livingontheedge httptcosfoowev rogers smile
292	1	httptcosfoowev rogers smile accurately
293	1	rogers smile accurately captures
294	1	smile accurately captures reaction
295	1	accurately captures reaction receive
296	1	captures reaction receive extra
297	1	reaction receive extra high
298	1	receive extra high phone
299	1	extra high phone bill
300	1	high phone bill httptcovfpehxyl
301	1	phone bill httptcovfpehxyl whatever
302	1	bill httptcovfpehxyl whatever happened
303	1	httptcovfpehxyl whatever happened guano
304	1	whatever happened guano apes
305	1	happened guano apes ever
306	1	guano apes ever make
307	1	apes ever make big
308	1	ever make big japan
309	1	make big japan asked
310	1	big japan asked god
311	1	japan asked god protect
312	1	god protect enemies shortly
313	1	protect enemies shortly started
314	1	enemies shortly started losing
315	1	shortly started losing friends
321	1	#naah delivered dominiqueansel #cronuts
322	1	delivered dominiqueansel #cronuts bouchonbakeryrc
323	1	dominiqueansel #cronuts bouchonbakeryrc hmmm
324	1	#cronuts bouchonbakeryrc hmmm customer
325	1	bouchonbakeryrc hmmm customer hope
326	1	hmmm customer hope httptcokdxfhvqcw
327	1	customer hope httptcokdxfhvqcw still
328	1	hope httptcokdxfhvqcw still #praisehim
329	1	httptcokdxfhvqcw still #praisehim maggielindemann
330	1	still #praisehim maggielindemann xsamsecrets
331	1	#praisehim maggielindemann xsamsecrets awk
332	1	maggielindemann xsamsecrets awk moment
333	1	xsamsecrets awk moment tweeted
334	1	awk moment tweeted first
335	1	moment tweeted first #fakefan
336	1	tweeted first #fakefan ambcontrol
337	1	first #fakefan ambcontrol houseofcommons
338	1	#fakefan ambcontrol houseofcommons edmiliband
339	1	ambcontrol houseofcommons edmiliband nickclegg
340	1	houseofcommons edmiliband nickclegg davidcameron
341	1	edmiliband nickclegg davidcameron nice
342	1	nickclegg davidcameron nice see
343	1	davidcameron nice see ambulance
344	1	nice see ambulance service
345	1	see ambulance service important
346	1	ambulance service important mps
347	1	service important mps love
348	1	important mps love finals
349	1	mps love finals week
350	1	love finals week #justkidding
351	1	finals week #justkidding #stressed
352	1	week #justkidding #stressed nypost
353	1	#justkidding #stressed nypost camerongray
354	1	#stressed nypost camerongray oh
355	1	nypost camerongray oh makes
356	1	camerongray oh makes better
357	1	oh makes better #work
358	1	makes better #work #trains
359	1	better #work #trains #thegrind
360	1	#work #trains #thegrind #london
361	1	#trains #thegrind #london #business
362	1	#thegrind #london #business #myhappyface
363	1	#london #business #myhappyface httptcofdeiqpuqz
364	1	#business #myhappyface httptcofdeiqpuqz dude
365	1	#myhappyface httptcofdeiqpuqz dude said
366	1	httptcofdeiqpuqz dude said better
367	1	dude said better think
368	1	said better think hard
369	1	better think hard take
370	1	think hard take cheddars
371	1	hard take cheddars lmao
