Position	Frequency	n-gram
1	1.0633893919793014	rt randalolson baby name
2	1.0633893919793014	randalolson baby name #dataviz
3	1.0633893919793014	baby name #dataviz source
4	0.5316946959896507	#diy #crafts please rt
5	0.0	loyalty vs self protection
6	0.0	vs self protection loyalty
7	0.0	self protection loyalty vs
8	0.0	protection loyalty vs self
9	0.0	beginning look lot like
10	0.0	rbrnetwork theoldbreed dolphinman josephwarrendr
11	0.0	theoldbreed dolphinman josephwarrendr justin
12	0.0	rbrnetwork freeman thelexzane ananvii
13	0.0	freeman thelexzane ananvii abptrocket
14	0.0	www monstermmorpg com since
15	0.0	found www monstermmorpg com
16	0.0	smile smile smile smile
17	0.0	remember last time saw
18	0.0	look lot like christmas
19	0.0	freeman lifedll abptrocket ananvii
20	0.0	dolphinman josephwarrendr justin coutopanda
21	0.0	rights begin cannot take
22	0.0	begin cannot take right
23	0.0	cannot take right earning
24	0.0	take right earning livelihood
25	0.0	right earning livelihood free
26	0.0	earning livelihood free movement
27	0.0	get paid posting httptcooxybfwwwb
28	0.0	produce kinds creative designs
29	0.0	timowensby rbrnetwork indyenigma calfreedommom
30	0.0	santa juncker bring gift
31	0.0	juncker bring gift healthier
32	0.0	bring gift healthier eu
33	0.0	end fish discards delayed
34	0.0	httptcoqwbriavksmartphone app pays see
35	0.0	app pays see httptcordlrugnie
36	0.0	pays see httptcordlrugnie go
37	0.0	see httptcordlrugnie go httpstcocpjzkegne
38	0.0	good game bad game
39	0.0	xmas blog feat intimissimiofficial
40	0.0	read story share love
41	0.0	get paid posting stuff
42	0.0	paid posting stuff like
43	0.0	episodes left dying never
44	0.0	left dying never old
45	0.0	dying never old footie
46	0.0	never old footie pajamas
47	0.0	old footie pajamas httptcoelzgqsxyq
48	0.0	footie pajamas httptcoelzgqsxyq opening
49	0.0	pajamas httptcoelzgqsxyq opening first
50	0.0	httptcoelzgqsxyq opening first beer
51	0.0	opening first beer gonna
52	0.0	first beer gonna long
53	0.0	beer gonna long night
54	0.0	gonna long night day
55	0.0	long night day adamklug
56	0.0	night day adamklug think
57	0.0	day adamklug think would
58	0.0	adamklug think would support
59	0.0	think would support guy
60	0.0	would support guy knocked
61	0.0	support guy knocked daughter
62	0.0	guy knocked daughter rice
63	0.0	knocked daughter rice deserve
64	0.0	daughter rice deserve support
65	0.0	rice deserve support samcguigan
66	0.0	deserve support samcguigan allowed
67	0.0	support samcguigan allowed open
68	0.0	samcguigan allowed open christmas
69	0.0	allowed open christmas day
70	0.0	open christmas day instead
71	0.0	christmas day instead scrolling
72	0.0	day instead scrolling facebook
73	0.0	instead scrolling facebook instagram
74	0.0	scrolling facebook instagram twitter
75	0.0	facebook instagram twitter hours
76	0.0	instagram twitter hours end
77	0.0	twitter hours end accomplishing
78	0.0	hours end accomplishing nothing
79	0.0	end accomplishing nothing targetzonept
80	0.0	bloody upstairs getting changed
81	0.0	upstairs getting changed cold
82	0.0	getting changed cold warmth
83	0.0	changed cold warmth suffuse
84	0.0	cold warmth suffuse one
85	0.0	warmth suffuse one cheeks
86	0.0	suffuse one cheeks pink
87	0.0	one cheeks pink colour
88	0.0	cheeks pink colour tone
89	0.0	pink colour tone understand
90	0.0	colour tone understand underlying
91	0.0	tone understand underlying difference
92	0.0	understand underlying difference texture
93	0.0	underlying difference texture guess
94	0.0	difference texture guess cat
95	0.0	texture guess cat also
96	0.0	guess cat also lost
97	0.0	cat also lost pounds
98	0.0	also lost pounds went
99	0.0	lost pounds went vet
100	0.0	pounds went vet feeding
101	0.0	went vet feeding times
102	0.0	vet feeding times day
103	0.0	feeding times day eating
104	0.0	times day eating food
105	0.0	day eating food workingout
106	0.0	eating food workingout never
107	0.0	food workingout never cared
108	0.0	workingout never cared beyonce
109	0.0	never cared beyonce bc
110	0.0	cared beyonce bc could
111	0.0	beyonce bc could never
112	0.0	bc could never get
113	0.0	could never get sense
114	0.0	never get sense interviews
115	0.0	get sense interviews lacked
116	0.0	sense interviews lacked depth
117	0.0	interviews lacked depth azealiabanks
118	0.0	lacked depth azealiabanks tho
119	0.0	depth azealiabanks tho girl
120	0.0	azealiabanks tho girl got
121	0.0	tho girl got rushordertees
122	0.0	girl got rushordertees thxflw
123	0.0	got rushordertees thxflw flwthemusic
124	0.0	rushordertees thxflw flwthemusic elektrikeventz
125	0.0	thxflw flwthemusic elektrikeventz elektrikmetro
126	0.0	flwthemusic elektrikeventz elektrikmetro r
127	0.0	elektrikeventz elektrikmetro r #elektrikbloom
128	0.0	elektrikmetro r #elektrikbloom #elektrikfantasy
129	0.0	r #elektrikbloom #elektrikfantasy #iwant2drift
130	0.0	#elektrikbloom #elektrikfantasy #iwant2drift #elev8theunderground
131	0.0	#elektrikfantasy #iwant2drift #elev8theunderground amazingly
132	0.0	#iwant2drift #elev8theunderground amazingly httptconeiozunbld
133	0.0	#elev8theunderground amazingly httptconeiozunbld owned
134	0.0	amazingly httptconeiozunbld owned #bhp
135	0.0	httptconeiozunbld owned #bhp going
136	0.0	owned #bhp going shell
137	0.0	#bhp going shell decent
138	0.0	going shell decent money
139	0.0	shell decent money #bhpbilliton
140	0.0	decent money #bhpbilliton #south32
141	0.0	money #bhpbilliton #south32 wish
142	0.0	#bhpbilliton #south32 wish could
143	0.0	#south32 wish could told
144	0.0	wish could told nicolescherzy
145	0.0	could told nicolescherzy #nicolescherzinger
146	0.0	told nicolescherzy #nicolescherzinger #onelove
147	0.0	nicolescherzy #nicolescherzinger #onelove #myfav
148	0.0	#nicolescherzinger #onelove #myfav #myqueen
149	0.0	httptcoquelfqyr rain made extra
150	0.0	rain made extra extra
151	0.0	made extra extra lazy
152	0.0	great summary year got
153	0.0	summary year got june th
154	0.0	year got june th weekend
155	0.0	got june th weekend hartswormx
156	0.0	june th weekend hartswormx birthday
157	0.0	weekend hartswormx birthday #rivertrip
158	0.0	hartswormx birthday #rivertrip #groupchat
159	0.0	birthday #rivertrip #groupchat see
160	0.0	#rivertrip #groupchat see might
161	0.0	#groupchat see might show
162	0.0	see might show background
163	0.0	might show background check
164	0.0	show background check denied
165	0.0	background check denied catch
166	0.0	check denied catch right
167	0.0	denied catch right self
168	0.0	catch right self protection
169	0.0	right self protection serpentina
170	0.0	self protection serpentina feel
171	0.0	protection serpentina feel like
172	0.0	serpentina feel like whole
173	0.0	feel like whole life
174	0.0	like whole life waiting
175	0.0	whole life waiting waiting
176	0.0	life waiting waiting waiting
177	0.0	waiting waiting waiting pureplaya
178	0.0	waiting waiting pureplaya lol
179	0.0	let kids know get
180	0.0	kids know get morning
181	0.0	know get morning thanks
182	0.0	get morning thanks tip
183	0.0	morning thanks tip #aussie
184	0.0	thanks tip #aussie #gunman
185	0.0	tip #aussie #gunman #was
186	0.0	#aussie #gunman #was #on
187	0.0	#gunman #was #on terrorist
188	0.0	#was #on terrorist #watch
189	0.0	#on terrorist #watch #list
190	0.0	terrorist #watch #list pm
191	0.0	#watch #list pm #says
192	0.0	#list pm #says sydney
193	0.0	pm #says sydney –
194	0.0	#says sydney – gunman
195	0.0	sydney – gunman took
196	0.0	– gunman took hostages
197	0.0	gunman took hostages sydney
198	0.0	took hostages sydney httptcoibnxdptuw
199	0.0	hostages sydney httptcoibnxdptuw heelteacher
200	0.0	sydney httptcoibnxdptuw heelteacher achieve
201	0.0	httptcoibnxdptuw heelteacher achieve seriously
202	0.0	heelteacher achieve seriously fired
203	0.0	achieve seriously fired guys
204	0.0	seriously fired guys balls
205	0.0	fired guys balls call
206	0.0	guys balls call gone
207	0.0	balls call gone lol
208	0.0	call gone lol enjoying
209	0.0	#talks #crazyness #sheneverleft sleepy
210	0.0	dixiessixty goal season goal
211	0.0	goal season goal jon
212	0.0	season goal jon sammels
213	0.0	goal jon sammels #arsenal
214	0.0	jon sammels #arsenal vs
215	0.0	sammels #arsenal vs #manutd
216	0.0	#arsenal vs #manutd httpstcowpbptdt
217	0.0	vs #manutd httpstcowpbptdt lloydgallagher
218	0.0	#manutd httpstcowpbptdt lloydgallagher bigtant
219	0.0	httpstcowpbptdt lloydgallagher bigtant really
220	0.0	lloydgallagher bigtant really else
221	0.0	bigtant really else fish
222	0.0	really else fish besides
223	0.0	else fish besides fish
224	0.0	fish besides fish rbrnetwork
225	0.0	besides fish rbrnetwork theoldbreed
226	0.0	fish rbrnetwork theoldbreed indyenigma
227	0.0	rbrnetwork theoldbreed indyenigma diverdown
228	0.0	theoldbreed indyenigma diverdown malesurvivor
229	0.0	indyenigma diverdown malesurvivor think
230	0.0	diverdown malesurvivor think safe
231	0.0	malesurvivor think safe bet
232	0.0	think safe bet fit
233	0.0	safe bet fit crime
234	0.0	bet fit crime loyalty
235	0.0	fit crime loyalty vs
236	0.0	crime loyalty vs self
237	0.0	vs self protection american
238	0.0	self protection american kids
239	0.0	protection american kids starting
240	0.0	american kids starting playing
241	0.0	kids starting playing super
242	0.0	starting playing super missing
243	0.0	playing super missing #summer2k14
244	0.0	super missing #summer2k14 #kennychesney
245	0.0	missing #summer2k14 #kennychesney corporateknight
246	0.0	#summer2k14 #kennychesney corporateknight know
247	0.0	#kennychesney corporateknight know #monsanto
248	0.0	corporateknight know #monsanto #
249	0.0	know #monsanto # among
250	0.0	#monsanto # among sustainable
251	0.0	# among sustainable cos
252	0.0	among sustainable cos world
253	0.0	sustainable cos world sure
254	0.0	cos world sure parameters
255	0.0	world sure parameters measured
256	0.0	sure parameters measured #net
257	0.0	parameters measured #net positive
258	0.0	measured #net positive none
259	0.0	#net positive none big
260	0.0	positive none big disruptive
261	0.0	none big disruptive innovations
262	0.0	big disruptive innovations lives
263	0.0	disruptive innovations lives come
264	0.0	innovations lives come brainstorming
265	0.0	lives come brainstorming bruce
266	0.0	come brainstorming bruce nussbaum
267	0.0	brainstorming bruce nussbaum httptcoituczpusb
268	0.0	bruce nussbaum httptcoituczpusb way
269	0.0	nussbaum httptcoituczpusb way people
270	0.0	httptcoituczpusb way people get
271	0.0	way people get understand
272	0.0	people get understand disabilities
273	0.0	get understand disabilities stare
274	0.0	understand disabilities stare us
275	0.0	disabilities stare us funny
276	0.0	stare us funny wen
277	0.0	us funny wen #idpwd
278	0.0	funny wen #idpwd #disability
279	0.0	wen #idpwd #disability tongue
280	0.0	#idpwd #disability tongue feel
281	0.0	#disability tongue feel necessary
282	0.0	tongue feel necessary try
283	0.0	feel necessary try touch
284	0.0	necessary try touch high
285	0.0	try touch high speed
286	0.0	touch high speed tool
287	0.0	high speed tool dentist
288	0.0	speed tool dentist put
289	0.0	tool dentist put mouth
290	0.0	dentist put mouth tell
291	0.0	put mouth tell #quintessential
292	0.0	mouth tell #quintessential #aussie
293	0.0	tell #quintessential #aussie govt
294	0.0	#quintessential #aussie govt paid
295	0.0	#aussie govt paid job
296	0.0	govt paid job hyde
297	0.0	paid job hyde buy
298	0.0	job hyde buy overseas
299	0.0	hyde buy overseas online
300	0.0	buy overseas online pay
301	0.0	overseas online pay gst
302	0.0	online pay gst mmm
303	0.0	pay gst mmm #sadbuttrue
304	0.0	gst mmm #sadbuttrue parlett
305	0.0	mmm #sadbuttrue parlett dirk
306	0.0	#sadbuttrue parlett dirk got
307	0.0	parlett dirk got lot
308	0.0	dirk got lot moves
309	0.0	got lot moves trying
310	0.0	lot moves trying steal
311	0.0	moves trying steal kevin
312	0.0	trying steal kevin durant
313	0.0	steal kevin durant one
314	0.0	kevin durant one legged
315	0.0	durant one legged fadeway
316	0.0	one legged fadeway bmw
317	0.0	legged fadeway bmw i
318	0.0	fadeway bmw i sexy
319	0.0	bmw i sexy az
320	0.0	i sexy az hell
321	0.0	sexy az hell slow
322	0.0	az hell slow dinero
323	0.0	hell slow dinero quarter
324	0.0	slow dinero quarter mile
325	0.0	dinero quarter mile slow
326	0.0	quarter mile slow #fan
327	0.0	mile slow #fan design
328	0.0	slow #fan design feeling
329	0.0	#fan design feeling httptcodelfxnbpi
330	0.0	design feeling httptcodelfxnbpi let
331	0.0	feeling httptcodelfxnbpi let humility
332	0.0	httptcodelfxnbpi let humility guard
333	0.0	let humility guard pride
334	0.0	humility guard pride vanity
335	0.0	guard pride vanity allowed
336	0.0	pride vanity allowed delicate
337	0.0	vanity allowed delicate thing
338	0.0	allowed delicate thing whenever
339	0.0	delicate thing whenever get
340	0.0	thing whenever get sad
341	0.0	whenever get sad things
342	0.0	get sad things going
343	0.0	sad things going think
344	0.0	things going think awesome
345	0.0	going think awesome future
346	0.0	think awesome future looks
347	0.0	awesome future looks #secondsemester
348	0.0	future looks #secondsemester #drumcorps
349	0.0	looks #secondsemester #drumcorps #college
350	0.0	#secondsemester #drumcorps #college hey
351	0.0	#drumcorps #college hey heyy
352	0.0	#college hey heyy wanna
353	0.0	hey heyy wanna rockstar
354	0.0	heyy wanna rockstar #vscocam
355	0.0	wanna rockstar #vscocam hero
356	0.0	rockstar #vscocam hero #vsocam
357	0.0	#vscocam hero #vsocam #hero
358	0.0	hero #vsocam #hero #spiderman
359	0.0	#vsocam #hero #spiderman httptcotuskhvybj
360	0.0	#hero #spiderman httptcotuskhvybj waa
361	0.0	#spiderman httptcotuskhvybj waa mockingjay
362	0.0	httptcotuskhvybj waa mockingjay part
363	0.0	waa mockingjay part tahon
364	0.0	mockingjay part tahon depan
365	0.0	part tahon depan meh
366	0.0	tahon depan meh nov
367	0.0	depan meh nov wtvr
368	0.0	meh nov wtvr night
369	0.0	nov wtvr night museum
370	0.0	wtvr night museum #mustwatchb4decemberendssobssobs
371	0.0	night museum #mustwatchb4decemberendssobssobs httptcoracxdsz
372	0.0	museum #mustwatchb4decemberendssobssobs httptcoracxdsz gracewoods
373	0.0	#mustwatchb4decemberendssobssobs httptcoracxdsz gracewoods fucking
374	0.0	httptcoracxdsz gracewoods fucking copycat
375	0.0	gracewoods fucking copycat although
376	0.0	fucking copycat although name
377	0.0	copycat although name mint
378	0.0	although name mint act
379	0.0	name mint act share
380	0.0	mint act share probably
381	0.0	act share probably cause
382	0.0	share probably cause alcohol
383	0.0	probably cause alcohol filled
384	0.0	cause alcohol filled celebration
385	0.0	alcohol filled celebration literally
386	0.0	filled celebration literally cried
387	0.0	celebration literally cried woke
388	0.0	literally cried woke know
389	0.0	cried woke know day
390	0.0	woke know day store
391	0.0	know day store #thestartoftechweek
392	0.0	day store #thestartoftechweek ready
393	0.0	store #thestartoftechweek ready #justshootmeknow
394	0.0	#thestartoftechweek ready #justshootmeknow rashawnfranklin
395	0.0	ready #justshootmeknow rashawnfranklin disagree
396	0.0	#justshootmeknow rashawnfranklin disagree w
397	0.0	rashawnfranklin disagree w trading
398	0.0	disagree w trading three
399	0.0	w trading three picks
