Position	Frequency	n-gram
2	4	great start day
3	4	getting better better
5	3	keeps getting better
6	3	great way start
7	3	way start morning
8	3	gonna great day
9	3	coin lecoincanard coin
10	2	love cold winter
11	2	asked god protect
12	2	god protect enemies
13	2	started losing friends
14	2	going wonderful day
15	2	let us get
17	2	oil gas sector
18	2	thanks mother nature
19	2	going great day
20	2	love able sleep
22	2	road safety campaign
23	2	safety campaign donkey
24	2	campaign donkey killed
25	2	donkey killed car
26	2	sounds like great
27	2	always fun thing
28	2	love waking am
29	2	waking am everyday
30	2	number #accounting #absolutetosh
31	2	way start new
32	2	start new year
33	2	makes perfect sense
35	2	feel like million
36	2	like million bucks
37	2	nothing like waking
38	2	like much fun
42	2	love wide awake
43	2	wide awake am
44	2	let us go
45	2	two hours sleep
46	2	new year eve
47	2	lecoincanard coin lecoincanard
49	2	great start morning
50	2	way start day
51	1	sweet united nations
52	1	united nations video
53	1	nations video time
54	1	video time christmas
55	1	time christmas #imagine
56	1	christmas #imagine #noreligion
57	1	#imagine #noreligion httptcofejvoubr
58	1	#noreligion httptcofejvoubr mrdahl
59	1	httptcofejvoubr mrdahl rumored
60	1	mrdahl rumored talked
61	1	rumored talked erv
62	1	talked erv agent
63	1	erv agent angels
64	1	agent angels asked
65	1	angels asked ed
66	1	asked ed escobar
67	1	ed escobar hardly
68	1	escobar hardly nothing
69	1	hardly nothing hey
70	1	nothing hey nice
71	1	hey nice see
72	1	nice see minnesota
73	1	see minnesota nd
74	1	minnesota nd winter
75	1	nd winter weather
76	1	winter weather breathe
77	1	weather breathe chosen
78	1	breathe chosen notable
79	1	chosen notable quote
80	1	notable quote year
81	1	quote year annual
82	1	year annual list
83	1	annual list released
84	1	list released yale
85	1	released yale university
86	1	yale university librarian
87	1	university librarian nothing
88	1	librarian nothing makes
89	1	nothing makes happier
90	1	makes happier getting
91	1	happier getting highway
92	1	getting highway seeing
93	1	highway seeing break
94	1	seeing break lights
95	1	break lights light
96	1	lights light like
97	1	light like christmas
98	1	like christmas tree
99	1	christmas tree oh
100	1	tree oh thank
101	1	oh thank god
102	1	thank god entire
103	1	god entire office
104	1	entire office email
105	1	office email system
106	1	email system day
107	1	system day big
108	1	day big event
109	1	big event santa
110	1	event santa know
111	1	santa know get
112	1	know get xmas
113	1	get xmas great
114	1	xmas great mobile
115	1	great mobile bill
116	1	mobile bill arrives
117	1	bill arrives text
118	1	arrives text crushes
119	1	text crushes great
120	1	crushes great realize
121	1	great realize never
122	1	realize never interested
123	1	never interested p
124	1	interested p buffalo
125	1	p buffalo sports
126	1	buffalo sports media
127	1	sports media smarter
128	1	media smarter us
129	1	smarter us else
130	1	us else get
131	1	else get quality
132	1	get quality insight
133	1	quality insight offered
134	1	insight offered harrington
135	1	offered harrington busgaglia
136	1	harrington busgaglia yankeeswfan
137	1	busgaglia yankeeswfan kenrosenthal
138	1	yankeeswfan kenrosenthal trading
139	1	kenrosenthal trading sp
140	1	trading sp defense
141	1	sp defense ss
142	1	defense ss brilliant
143	1	ss brilliant trade
144	1	brilliant trade darklightdave
145	1	trade darklightdave trying
146	1	darklightdave trying find
147	1	trying find us
148	1	find us battery
149	1	us battery died
150	1	battery died guess
151	1	died guess found
152	1	guess found us
153	1	found us yes
154	1	us yes bastard
155	1	yes bastard wand
156	1	bastard wand deputymartinski
157	1	wand deputymartinski please
158	1	deputymartinski please need
159	1	please need second
160	1	need second hand
161	1	second hand embarrassment
162	1	hand embarrassment desperatly
163	1	embarrassment desperatly phone
164	1	desperatly phone ywtorres
165	1	phone ywtorres time
166	1	ywtorres time hit
167	1	time hit books
168	1	hit books love
169	1	books love cold
170	1	cold winter mornings
174	1	best feeling everrrrrrr
175	1	feeling everrrrrrr smh
176	1	everrrrrrr smh never
177	1	smh never knew
178	1	never knew something
179	1	knew something could
180	1	something could halal
181	1	could halal muslim
182	1	halal muslim whole
183	1	muslim whole life
184	1	whole life somehow
185	1	life somehow learned
186	1	somehow learned something
187	1	learned something new
188	1	something new guess
189	1	new guess wonderful
190	1	guess wonderful day
191	1	wonderful day starting
192	1	day starting work
193	1	starting work am
194	1	work am redsox
195	1	am redsox guys
196	1	redsox guys sure
197	1	guys sure screwed
198	1	sure screwed royally
199	1	screwed royally happy
200	1	royally happy lester
201	1	happy lester brain
202	1	lester brain trust
203	1	brain trust sucks
204	1	trust sucks #nicejob
205	1	sucks #nicejob #lestertochicago
206	1	#nicejob #lestertochicago twig
207	1	#lestertochicago twig sprig
208	1	twig sprig —
209	1	sprig — sec
210	1	— sec limit
211	1	sec limit new
212	1	limit new social
213	1	new social video
214	1	social video platform
215	1	video platform #techtalk
216	1	platform #techtalk #editorspick
217	1	#techtalk #editorspick #sillyvine
218	1	#editorspick #sillyvine #tr
219	1	#sillyvine #tr httpstcodmkcxpyzq
220	1	#tr httpstcodmkcxpyzq yay
221	1	httpstcodmkcxpyzq yay another
222	1	yay another work
223	1	another work am
224	1	work am day
228	1	physical therapy want
229	1	therapy want friday
230	1	want friday #iwanttosleep
231	1	friday #iwanttosleep omg
232	1	#iwanttosleep omg floptimuscrime
233	1	omg floptimuscrime tell
234	1	floptimuscrime tell giantfootyguy
235	1	tell giantfootyguy town
239	1	#truefriend thought real
240	1	thought real could
241	1	real could fine
242	1	could fine coz
243	1	fine coz fine
244	1	coz fine oh
245	1	fine oh wait
246	1	oh wait fixed
247	1	wait fixed caps
248	1	fixed caps lock
249	1	caps lock #laughnow
250	1	lock #laughnow hahahaha
251	1	#laughnow hahahaha #hypocrisy
252	1	hahahaha #hypocrisy mt
253	1	#hypocrisy mt independent
254	1	mt independent katie
255	1	independent katie hopkins
256	1	katie hopkins calls
257	1	hopkins calls russell
258	1	calls russell brand
259	1	russell brand bully
260	1	brand bully httptcodzxhiuwl
261	1	bully httptcodzxhiuwl moment
262	1	httptcodzxhiuwl moment much
263	1	moment much stuff
264	1	much stuff open
265	1	stuff open tumblr
266	1	open tumblr #productivity
267	1	tumblr #productivity #tumblr
268	1	#productivity #tumblr luv
269	1	#tumblr luv naturopaths
270	1	luv naturopaths sell
271	1	naturopaths sell aromatic
272	1	sell aromatic herbs
273	1	aromatic herbs way
274	1	herbs way apothecaries
275	1	way apothecaries sell
276	1	apothecaries sell noxious
277	1	sell noxious poisons
278	1	noxious poisons #naturopath
279	1	poisons #naturopath apothecary
280	1	#naturopath apothecary #herb
281	1	apothecary #herb poison
282	1	#herb poison impossible
283	1	poison impossible late
284	1	impossible late start
285	1	late start dress
286	1	start dress right
287	1	dress right #studing
288	1	right #studing #university
289	1	#studing #university #lazy
290	1	#university #lazy already
291	1	#lazy already running
292	1	already running late
293	1	running late car
294	1	late car start
295	1	car start #fantasticfriday
296	1	start #fantasticfriday decided
297	1	#fantasticfriday decided become
298	1	decided become boss
299	1	become boss free
300	1	boss free time
301	1	free time time
302	1	time time left
303	1	time left whatsoever
304	1	left whatsoever theocorleone
305	1	whatsoever theocorleone davidmaclellan
306	1	theocorleone davidmaclellan shit
307	1	davidmaclellan shit better
308	1	shit better shut
309	1	better shut stupid
310	1	shut stupid girly
311	1	stupid girly mouth
312	1	girly mouth im
313	1	mouth im concerned
314	1	im concerned men
315	1	concerned men might
316	1	men might think
317	1	might think yr
318	1	think yr get
319	1	yr get little
320	1	get little nutty
321	1	little nutty reach
322	1	nutty reach orange
323	1	reach orange marmalade
324	1	orange marmalade #livingontheedge
325	1	marmalade #livingontheedge httptcosfoowev
326	1	#livingontheedge httptcosfoowev rogers
327	1	httptcosfoowev rogers smile
328	1	rogers smile accurately
329	1	smile accurately captures
330	1	accurately captures reaction
331	1	captures reaction receive
332	1	reaction receive extra
333	1	receive extra high
334	1	extra high phone
335	1	high phone bill
336	1	phone bill httptcovfpehxyl
337	1	bill httptcovfpehxyl whatever
338	1	httptcovfpehxyl whatever happened
339	1	whatever happened guano
340	1	happened guano apes
341	1	guano apes ever
342	1	apes ever make
343	1	ever make big
344	1	make big japan
345	1	big japan asked
346	1	japan asked god
347	1	protect enemies shortly
348	1	enemies shortly started
349	1	shortly started losing
354	1	#naah delivered dominiqueansel
355	1	delivered dominiqueansel #cronuts
356	1	dominiqueansel #cronuts bouchonbakeryrc
357	1	#cronuts bouchonbakeryrc hmmm
358	1	bouchonbakeryrc hmmm customer
359	1	hmmm customer hope
360	1	customer hope httptcokdxfhvqcw
361	1	hope httptcokdxfhvqcw still
362	1	httptcokdxfhvqcw still #praisehim
363	1	still #praisehim maggielindemann
364	1	#praisehim maggielindemann xsamsecrets
365	1	maggielindemann xsamsecrets awk
366	1	xsamsecrets awk moment
367	1	awk moment tweeted
368	1	moment tweeted first
369	1	tweeted first #fakefan
370	1	first #fakefan ambcontrol
371	1	#fakefan ambcontrol houseofcommons
372	1	ambcontrol houseofcommons edmiliband
373	1	houseofcommons edmiliband nickclegg
374	1	edmiliband nickclegg davidcameron
375	1	nickclegg davidcameron nice
376	1	davidcameron nice see
377	1	nice see ambulance
378	1	see ambulance service
379	1	ambulance service important
380	1	service important mps
381	1	important mps love
382	1	mps love finals
383	1	love finals week
384	1	finals week #justkidding
385	1	week #justkidding #stressed
386	1	#justkidding #stressed nypost
387	1	#stressed nypost camerongray
388	1	nypost camerongray oh
389	1	camerongray oh makes
390	1	oh makes better
391	1	makes better #work
392	1	better #work #trains
393	1	#work #trains #thegrind
394	1	#trains #thegrind #london
395	1	#thegrind #london #business
396	1	#london #business #myhappyface
397	1	#business #myhappyface httptcofdeiqpuqz
398	1	#myhappyface httptcofdeiqpuqz dude
399	1	httptcofdeiqpuqz dude said
400	1	dude said better
401	1	said better think
402	1	better think hard
403	1	think hard take
404	1	hard take cheddars
405	1	take cheddars lmao
406	1	cheddars lmao even
407	1	lmao even am
408	1	even am already
409	1	am already see
410	1	already see going
411	1	see going wonderful
412	1	wonderful day #needmorecoffee
413	1	day #needmorecoffee idea
414	1	#needmorecoffee idea operators
415	1	idea operators ever
416	1	operators ever describe
417	1	ever describe race
418	1	describe race police
419	1	race police wear
420	1	police wear color
421	1	wear color blind
422	1	color blind glasses
423	1	blind glasses bustedcoverage
424	1	glasses bustedcoverage russell
425	1	bustedcoverage russell good
426	1	russell good christian
427	1	good christian fella
428	1	christian fella would
429	1	fella would jaymohr
430	1	would jaymohr #psa
431	1	jaymohr #psa hey
432	1	#psa hey jay
433	1	hey jay tuned
434	1	jay tuned u
435	1	tuned u said
436	1	u said cocaine
437	1	said cocaine talk
438	1	cocaine talk today
439	1	talk today tweeting
440	1	today tweeting coke
441	1	tweeting coke joke
442	1	coke joke saw
443	1	joke saw escobar
444	1	saw escobar th
445	1	escobar th planned
446	1	th planned early
447	1	planned early night
448	1	early night last
449	1	night last night
450	1	last night oh
451	1	night oh yaa
452	1	oh yaa course
453	1	yaa course happened
454	1	course happened #gotinterupted
455	1	happened #gotinterupted maggiewinter
456	1	#gotinterupted maggiewinter last
457	1	maggiewinter last retweet
458	1	last retweet though
459	1	retweet though v
460	1	though v matches
461	1	v matches fun
462	1	matches fun loveee
463	1	fun loveee bein
464	1	loveee bein short
465	1	bein short sweatpants
466	1	short sweatpants go
467	1	sweatpants go way
468	1	go way feet
469	1	way feet fun
473	1	love waking saturday
474	1	waking saturday morning
475	1	saturday morning going
476	1	morning going bed
477	1	going bed midnight
478	1	bed midnight day
479	1	midnight day ruled
480	1	day ruled twitter
481	1	ruled twitter got
482	1	twitter got followed
483	1	got followed sarcasmia
484	1	followed sarcasmia wht
485	1	sarcasmia wht day
486	1	wht day lollllll
487	1	day lollllll gym
488	1	lollllll gym gonna
489	1	gym gonna reeeaaalll
490	1	gonna reeeaaalll nice
491	1	reeeaaalll nice date
492	1	nice date tomorrow
493	1	date tomorrow #imgoingtostruggle
494	1	tomorrow #imgoingtostruggle #vsfs2014
495	1	#imgoingtostruggle #vsfs2014 pissed
496	1	#vsfs2014 pissed chicago
497	1	pissed chicago like
498	1	chicago like people
499	1	like people airport
500	1	people airport ruined
501	1	airport ruined many
502	1	ruined many peoples
503	1	many peoples chances
504	1	peoples chances ever
505	1	chances ever meeting
506	1	ever meeting boys
512	1	way go write
513	1	go write name
514	1	write name paper
515	1	name paper take
516	1	paper take picture
517	1	take picture —
518	1	picture — busy
519	1	— busy answering
520	1	busy answering question
