Position	Relative Frequency	emoji
1	88.14589665653496	:face_with_tears_of_joy: :face_with_tears_of_joy:
2	63.829787234042556	:person_raising_hand: :person_raising_hand:
3	24.316109422492403	:pouting_face: :pouting_face:
4	21.27659574468085	:weary_face: :weary_face:
5	18.237082066869302	:face_blowing_a_kiss: :face_blowing_a_kiss:
6	15.19756838905775	:tropical_drink: :tropical_drink:
7	15.19756838905775	:smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes:
8	12.158054711246201	:loudly_crying_face: :loudly_crying_face:
9	12.158054711246201	:OK_hand: :OK_hand:
10	9.118541033434651	:grinning_squinting_face: :grinning_squinting_face:
11	9.118541033434651	:Santa_Claus: :wrapped_gift:
12	9.118541033434651	:flushed_face: :flushed_face:
13	9.118541033434651	:weary_cat_face: :face_screaming_in_fear:
14	9.118541033434651	:oncoming_fist: :oncoming_fist:
15	9.118541033434651	:face_with_medical_mask: :face_with_medical_mask:
16	9.118541033434651	:see-no-evil_monkey: :see-no-evil_monkey:
17	6.079027355623101	:expressionless_face: :expressionless_face:
18	6.079027355623101	:smiling_face_with_heart-eyes: :face_blowing_a_kiss:
19	6.079027355623101	:droplet: :sweat_droplets:
20	6.079027355623101	:clapping_hands: :clapping_hands:
21	6.079027355623101	:smiling_face_with_heart-eyes: :red_heart:
22	6.079027355623101	:sleeping_face: :zzz:
23	6.079027355623101	:face_screaming_in_fear: :weary_cat_face:
24	6.079027355623101	:face_with_tears_of_joy: :Santa_Claus:
25	6.079027355623101	:Santa_Claus: :face_with_tears_of_joy:
26	6.079027355623101	:face_with_tears_of_joy: :loudly_crying_face:
27	6.079027355623101	:skull: :skull:
28	6.079027355623101	:frog_face: :hot_beverage:
29	6.079027355623101	:grinning_face_with_big_eyes: :thumbs_up:
30	6.079027355623101	:speak-no-evil_monkey: :face_with_tears_of_joy:
31	6.079027355623101	:squinting_face_with_tongue: :squinting_face_with_tongue:
32	6.079027355623101	:purple_heart: :two_hearts:
33	6.079027355623101	:fire: :fire:
34	6.079027355623101	:grinning_face_with_sweat: :grinning_face_with_sweat:
35	6.079027355623101	:purple_heart: :purple_heart:
36	3.0395136778115504	:red_heart: :red_heart:
37	3.0395136778115504	:flushed_face: :hundred_points:
38	3.0395136778115504	:astonished_face: :face_with_tears_of_joy:
39	3.0395136778115504	:globe_showing_Asia-Australia: :airplane:
40	3.0395136778115504	:face_blowing_a_kiss: :flushed_face:
41	3.0395136778115504	:sun: :musical_notes:
42	3.0395136778115504	:palm_tree: :sun:
43	3.0395136778115504	:grinning_face: :pistol:
44	3.0395136778115504	:grinning_squinting_face: :Santa_Claus:
45	3.0395136778115504	:Santa_Claus: :party_popper:
46	3.0395136778115504	:party_popper: :musical_notes:
47	3.0395136778115504	:wine_glass: :wine_glass:
48	3.0395136778115504	:dashing_away: :droplet:
49	3.0395136778115504	:sweat_droplets: :thumbs_down:
50	3.0395136778115504	:tired_face: :face_with_medical_mask:
51	3.0395136778115504	:nail_polish: :person_gesturing_NO:
52	3.0395136778115504	:person_gesturing_NO: :person_tipping_hand:
53	3.0395136778115504	:confused_face: :wrapped_gift:
