Position	Frequency	n-gram
2	7	www monstermmorpg com
4	5	get paid posting
6	4	loyalty vs self
7	4	vs self protection
9	3	self protection loyalty
10	3	protection loyalty vs
11	3	smile smile smile
12	3	beginning look lot
13	3	look lot like
14	3	liked youtube video
16	3	rbrnetwork theoldbreed dolphinman
17	3	theoldbreed dolphinman josephwarrendr
18	3	dolphinman josephwarrendr justin
19	3	#notcias #eu #europ
20	3	app pays see
21	2	open christmas day
22	2	httptcoicpdcaonq #christmas #gift
23	2	hair looks like
24	2	rbrnetwork freeman thelexzane
25	2	freeman thelexzane ananvii
26	2	thelexzane ananvii abptrocket
27	2	happy new year
28	2	read httptcohbeabhklw news
29	2	monstermmorpg com since
30	2	adambelz leeosp vruno
32	2	found www monstermmorpg
33	2	rbrnetwork dolphinman theoldbreed
34	2	remember last time
35	2	last time saw
36	2	lot like christmas
37	2	freeman lifedll abptrocket
38	2	lifedll abptrocket ananvii
39	2	josephwarrendr justin coutopanda
40	2	bell hooks #ferguson
41	2	ananvii joehilgerman freeman
42	2	rights begin cannot
43	2	begin cannot take
44	2	cannot take right
45	2	take right earning
46	2	right earning livelihood
47	2	earning livelihood free
48	2	livelihood free movement
49	2	rbrnetwork joehilgerman freeman
50	2	ugly christmas sweater
51	2	website worth million
52	2	paid posting httptcooxybfwwwb
53	2	leave email invoice
55	2	produce kinds creative
56	2	kinds creative designs
57	2	timowensby rbrnetwork indyenigma
58	2	rbrnetwork indyenigma calfreedommom
59	2	santa juncker bring
60	2	juncker bring gift
61	2	bring gift healthier
62	2	gift healthier eu
63	2	go go go
64	2	level badge untappd
65	2	memphis pint dram
66	2	end fish discards
67	2	fish discards delayed
68	2	harrythetech timowensby theoldbreed
69	2	httptcoqwbriavksmartphone app pays
70	2	pays see httptcordlrugnie
71	2	see httptcordlrugnie go
72	2	httptcordlrugnie go httpstcocpjzkegne
73	2	good game bad
74	2	game bad game
75	2	neilby parkzthedon tonybrown
76	2	joehilgerman freeman abptrocket
77	2	xmas blog feat
78	2	blog feat intimissimiofficial
79	2	read story share
80	2	story share love
81	2	#diy #crafts please
82	2	#crafts please rt
83	2	ha ha ha
84	2	paid posting stuff
85	2	posting stuff like
86	1	episodes left dying
87	1	left dying never
88	1	dying never old
89	1	never old footie
90	1	old footie pajamas
91	1	footie pajamas httptcoelzgqsxyq
92	1	pajamas httptcoelzgqsxyq opening
93	1	httptcoelzgqsxyq opening first
94	1	opening first beer
95	1	first beer gonna
96	1	beer gonna long
97	1	gonna long night
98	1	long night day
99	1	night day adamklug
100	1	day adamklug think
101	1	adamklug think would
102	1	think would support
103	1	would support guy
104	1	support guy knocked
105	1	guy knocked daughter
106	1	knocked daughter rice
