Position	Relative Frequency	n-gram
1	0.5132811497497755	via reuters
2	0.4491210060310535	let us
3	0.4170409341716925	looks like
4	0.38496086231233156	love waking
5	0.38496086231233156	new year
6	0.3528807904529706	last night
7	0.3528807904529706	please rt
8	0.32080071859360965	hours sleep
9	0.32080071859360965	way start
10	0.32080071859360965	great day
11	0.2887206467342487	good thing
12	0.2887206467342487	#notcies #eu
13	0.2887206467342487	gotta love
14	0.2887206467342487	sounds like
15	0.2887206467342487	great start
16	0.2887206467342487	start day
17	0.25664057487488773	feel like
18	0.25664057487488773	merry christmas
19	0.25664057487488773	next year
20	0.25664057487488773	much fun
21	0.22456050301552674	nice see
22	0.22456050301552674	christmas day
23	0.22456050301552674	year old
24	0.22456050301552674	start morning
25	0.22456050301552674	love working
26	0.22456050301552674	nothing like
27	0.22456050301552674	always fun
28	0.22456050301552674	www monstermmorpg
29	0.22456050301552674	monstermmorpg com
30	0.19248043115616578	people get
31	0.19248043115616578	oh yeah
32	0.19248043115616578	really want
33	0.19248043115616578	last day
34	0.19248043115616578	act like
35	0.19248043115616578	great way
36	0.19248043115616578	wide awake
37	0.19248043115616578	wait see
38	0.19248043115616578	years ago
39	0.19248043115616578	new years
40	0.19248043115616578	looking forward
41	0.19248043115616578	get paid
42	0.16040035929680482	thank god
43	0.16040035929680482	self protection
44	0.16040035929680482	rbrnetwork theoldbreed
45	0.16040035929680482	social media
46	0.16040035929680482	ha ha
47	0.16040035929680482	christmas gift
48	0.16040035929680482	make money
49	0.16040035929680482	b c
50	0.16040035929680482	well done
51	0.16040035929680482	timowensby rbrnetwork
52	0.16040035929680482	great job
53	0.16040035929680482	joehilgerman freeman
54	0.16040035929680482	paid posting
55	0.16040035929680482	look like
56	0.16040035929680482	get ready
57	0.16040035929680482	first day
58	0.12832028743744386	know get
59	0.12832028743744386	never get
60	0.12832028743744386	loyalty vs
61	0.12832028743744386	vs self
62	0.12832028743744386	finals week
63	0.12832028743744386	every day
64	0.12832028743744386	go back
65	0.12832028743744386	oh love
66	0.12832028743744386	today going
67	0.12832028743744386	know love
68	0.12832028743744386	another day
69	0.12832028743744386	wi fi
