Position	Frequency	n-gram
1	1.8807785888077857	#diy #crafts please rt
2	0.9403892944038929	rt randalolson baby name
3	0.9403892944038929	randalolson baby name #dataviz
4	0.9403892944038929	baby name #dataviz source
5	0.0	keeps getting better better
6	0.0	asked god protect enemies
7	0.0	road safety campaign donkey
8	0.0	safety campaign donkey killed
9	0.0	campaign donkey killed car
10	0.0	way start new year
11	0.0	feel like million bucks
12	0.0	love wide awake am
13	0.0	coin lecoincanard coin lecoincanard
14	0.0	lecoincanard coin lecoincanard coin
15	0.0	great way start day
16	0.0	sweet united nations video
17	0.0	united nations video time
18	0.0	nations video time christmas
19	0.0	video time christmas #imagine
20	0.0	time christmas #imagine #noreligion
21	0.0	christmas #imagine #noreligion httptcofejvoubr
22	0.0	#imagine #noreligion httptcofejvoubr mrdahl
23	0.0	#noreligion httptcofejvoubr mrdahl rumored
24	0.0	httptcofejvoubr mrdahl rumored talked
25	0.0	mrdahl rumored talked erv
26	0.0	rumored talked erv agent
27	0.0	talked erv agent angels
28	0.0	erv agent angels asked
29	0.0	agent angels asked ed
30	0.0	angels asked ed escobar
31	0.0	asked ed escobar hardly
32	0.0	ed escobar hardly nothing
33	0.0	escobar hardly nothing hey
34	0.0	hardly nothing hey nice
35	0.0	nothing hey nice see
36	0.0	hey nice see minnesota
37	0.0	nice see minnesota nd
38	0.0	see minnesota nd winter
39	0.0	minnesota nd winter weather
40	0.0	nd winter weather breathe
41	0.0	winter weather breathe chosen
42	0.0	weather breathe chosen notable
43	0.0	breathe chosen notable quote
44	0.0	chosen notable quote year
45	0.0	notable quote year annual
46	0.0	quote year annual list
47	0.0	year annual list released
48	0.0	annual list released yale
49	0.0	list released yale university
50	0.0	released yale university librarian
51	0.0	yale university librarian nothing
52	0.0	university librarian nothing makes
53	0.0	librarian nothing makes happier
54	0.0	nothing makes happier getting
55	0.0	makes happier getting highway
56	0.0	happier getting highway seeing
57	0.0	getting highway seeing break
58	0.0	highway seeing break lights
59	0.0	seeing break lights light
60	0.0	break lights light like
61	0.0	lights light like christmas
62	0.0	light like christmas tree
63	0.0	like christmas tree oh
64	0.0	christmas tree oh thank
65	0.0	tree oh thank god
66	0.0	oh thank god entire
67	0.0	thank god entire office
68	0.0	god entire office email
69	0.0	entire office email system
70	0.0	office email system day
71	0.0	email system day big
72	0.0	system day big event
73	0.0	day big event santa
74	0.0	big event santa know
75	0.0	event santa know get
76	0.0	santa know get xmas
77	0.0	know get xmas great
78	0.0	get xmas great mobile
79	0.0	xmas great mobile bill
80	0.0	great mobile bill arrives
81	0.0	mobile bill arrives text
82	0.0	bill arrives text crushes
83	0.0	arrives text crushes great
84	0.0	text crushes great realize
85	0.0	crushes great realize never
86	0.0	great realize never interested
87	0.0	realize never interested p
88	0.0	never interested p buffalo
89	0.0	interested p buffalo sports
90	0.0	p buffalo sports media
91	0.0	buffalo sports media smarter
92	0.0	sports media smarter us
93	0.0	media smarter us else
94	0.0	smarter us else get
95	0.0	us else get quality
96	0.0	else get quality insight
97	0.0	get quality insight offered
98	0.0	quality insight offered harrington
99	0.0	insight offered harrington busgaglia
100	0.0	offered harrington busgaglia yankeeswfan
101	0.0	harrington busgaglia yankeeswfan kenrosenthal
102	0.0	busgaglia yankeeswfan kenrosenthal trading
103	0.0	yankeeswfan kenrosenthal trading sp
104	0.0	kenrosenthal trading sp defense
105	0.0	trading sp defense ss
106	0.0	sp defense ss brilliant
107	0.0	defense ss brilliant trade
108	0.0	ss brilliant trade darklightdave
109	0.0	brilliant trade darklightdave trying
110	0.0	trade darklightdave trying find
111	0.0	darklightdave trying find us
112	0.0	trying find us battery
113	0.0	find us battery died
114	0.0	us battery died guess
115	0.0	battery died guess found
116	0.0	died guess found us
117	0.0	guess found us yes
118	0.0	found us yes bastard
119	0.0	us yes bastard wand
120	0.0	yes bastard wand deputymartinski
121	0.0	bastard wand deputymartinski please
122	0.0	wand deputymartinski please need
123	0.0	deputymartinski please need second
124	0.0	please need second hand
125	0.0	need second hand embarrassment
126	0.0	second hand embarrassment desperatly
127	0.0	hand embarrassment desperatly phone
128	0.0	embarrassment desperatly phone ywtorres
129	0.0	desperatly phone ywtorres time
130	0.0	phone ywtorres time hit
131	0.0	ywtorres time hit books
132	0.0	time hit books love
133	0.0	hit books love cold
134	0.0	books love cold winter
135	0.0	love cold winter mornings
136	0.0	best feeling everrrrrrr smh
137	0.0	feeling everrrrrrr smh never
138	0.0	everrrrrrr smh never knew
139	0.0	smh never knew something
140	0.0	never knew something could
141	0.0	knew something could halal
142	0.0	something could halal muslim
143	0.0	could halal muslim whole
144	0.0	halal muslim whole life
145	0.0	muslim whole life somehow
146	0.0	whole life somehow learned
147	0.0	life somehow learned something
148	0.0	somehow learned something new
149	0.0	learned something new guess
150	0.0	something new guess wonderful
151	0.0	new guess wonderful day
152	0.0	guess wonderful day starting
153	0.0	wonderful day starting work
154	0.0	day starting work am
155	0.0	starting work am redsox
156	0.0	work am redsox guys
157	0.0	am redsox guys sure
158	0.0	redsox guys sure screwed
159	0.0	guys sure screwed royally
160	0.0	sure screwed royally happy
161	0.0	screwed royally happy lester
162	0.0	royally happy lester brain
163	0.0	happy lester brain trust
164	0.0	lester brain trust sucks
165	0.0	brain trust sucks #nicejob
166	0.0	trust sucks #nicejob #lestertochicago
167	0.0	sucks #nicejob #lestertochicago twig
168	0.0	#nicejob #lestertochicago twig sprig
169	0.0	#lestertochicago twig sprig —
170	0.0	twig sprig — sec
171	0.0	sprig — sec limit
172	0.0	— sec limit new
173	0.0	sec limit new social
174	0.0	limit new social video
175	0.0	new social video platform
176	0.0	social video platform #techtalk
177	0.0	video platform #techtalk #editorspick
178	0.0	platform #techtalk #editorspick #sillyvine
179	0.0	#techtalk #editorspick #sillyvine #tr
180	0.0	#editorspick #sillyvine #tr httpstcodmkcxpyzq
181	0.0	#sillyvine #tr httpstcodmkcxpyzq yay
182	0.0	#tr httpstcodmkcxpyzq yay another
183	0.0	httpstcodmkcxpyzq yay another work
184	0.0	yay another work am
185	0.0	another work am day
186	0.0	physical therapy want friday
187	0.0	therapy want friday #iwanttosleep
188	0.0	want friday #iwanttosleep omg
189	0.0	friday #iwanttosleep omg floptimuscrime
190	0.0	#iwanttosleep omg floptimuscrime tell
191	0.0	omg floptimuscrime tell giantfootyguy
192	0.0	floptimuscrime tell giantfootyguy town
193	0.0	#truefriend thought real could
194	0.0	thought real could fine
195	0.0	real could fine coz
196	0.0	could fine coz fine
197	0.0	fine coz fine oh
198	0.0	coz fine oh wait
199	0.0	fine oh wait fixed
200	0.0	oh wait fixed caps
201	0.0	wait fixed caps lock
202	0.0	fixed caps lock #laughnow
203	0.0	caps lock #laughnow hahahaha
204	0.0	lock #laughnow hahahaha #hypocrisy
205	0.0	#laughnow hahahaha #hypocrisy mt
206	0.0	hahahaha #hypocrisy mt independent
207	0.0	#hypocrisy mt independent katie
208	0.0	mt independent katie hopkins
209	0.0	independent katie hopkins calls
210	0.0	katie hopkins calls russell
211	0.0	hopkins calls russell brand
212	0.0	calls russell brand bully
213	0.0	russell brand bully httptcodzxhiuwl
214	0.0	brand bully httptcodzxhiuwl moment
215	0.0	bully httptcodzxhiuwl moment much
216	0.0	httptcodzxhiuwl moment much stuff
217	0.0	moment much stuff open
218	0.0	much stuff open tumblr
219	0.0	stuff open tumblr #productivity
220	0.0	open tumblr #productivity #tumblr
221	0.0	tumblr #productivity #tumblr luv
222	0.0	#productivity #tumblr luv naturopaths
223	0.0	#tumblr luv naturopaths sell
224	0.0	luv naturopaths sell aromatic
225	0.0	naturopaths sell aromatic herbs
226	0.0	sell aromatic herbs way
227	0.0	aromatic herbs way apothecaries
228	0.0	herbs way apothecaries sell
229	0.0	way apothecaries sell noxious
230	0.0	apothecaries sell noxious poisons
231	0.0	sell noxious poisons #naturopath
232	0.0	noxious poisons #naturopath apothecary
233	0.0	poisons #naturopath apothecary #herb
234	0.0	#naturopath apothecary #herb poison
235	0.0	apothecary #herb poison impossible
236	0.0	#herb poison impossible late
237	0.0	poison impossible late start
238	0.0	impossible late start dress
239	0.0	late start dress right
240	0.0	start dress right #studing
241	0.0	dress right #studing #university
242	0.0	right #studing #university #lazy
243	0.0	#studing #university #lazy already
244	0.0	#university #lazy already running
245	0.0	#lazy already running late
246	0.0	already running late car
247	0.0	running late car start
248	0.0	late car start #fantasticfriday
249	0.0	car start #fantasticfriday decided
250	0.0	start #fantasticfriday decided become
251	0.0	#fantasticfriday decided become boss
252	0.0	decided become boss free
253	0.0	become boss free time
254	0.0	boss free time time
255	0.0	free time time left
256	0.0	time time left whatsoever
257	0.0	time left whatsoever theocorleone
258	0.0	left whatsoever theocorleone davidmaclellan
259	0.0	whatsoever theocorleone davidmaclellan shit
260	0.0	theocorleone davidmaclellan shit better
261	0.0	davidmaclellan shit better shut
262	0.0	shit better shut stupid
263	0.0	better shut stupid girly
264	0.0	shut stupid girly mouth
265	0.0	stupid girly mouth im
266	0.0	girly mouth im concerned
267	0.0	mouth im concerned men
268	0.0	im concerned men might
269	0.0	concerned men might think
270	0.0	men might think yr
271	0.0	might think yr get
272	0.0	think yr get little
273	0.0	yr get little nutty
274	0.0	get little nutty reach
275	0.0	little nutty reach orange
276	0.0	nutty reach orange marmalade
277	0.0	reach orange marmalade #livingontheedge
278	0.0	orange marmalade #livingontheedge httptcosfoowev
279	0.0	marmalade #livingontheedge httptcosfoowev rogers
280	0.0	#livingontheedge httptcosfoowev rogers smile
281	0.0	httptcosfoowev rogers smile accurately
282	0.0	rogers smile accurately captures
