Position	Frequency	n-gram
3	16	via reuters
4	14	let us
5	13	looks like
6	12	love waking
7	12	new year
8	11	last night
9	11	please rt
10	10	hours sleep
11	10	way start
12	10	great day
13	9	good thing
14	9	#notcies #eu
15	9	gotta love
16	9	sounds like
17	9	great start
18	9	start day
19	8	feel like
20	8	merry christmas
21	8	next year
22	8	much fun
24	7	nice see
25	7	christmas day
27	7	year old
28	7	start morning
29	7	love working
30	7	nothing like
31	7	always fun
32	7	www monstermmorpg
33	7	monstermmorpg com
34	6	people get
35	6	oh yeah
36	6	really want
37	6	last day
38	6	act like
40	6	great way
41	6	wide awake
42	6	wait see
43	6	years ago
44	6	new years
46	6	looking forward
47	6	get paid
48	5	thank god
49	5	self protection
50	5	rbrnetwork theoldbreed
51	5	social media
52	5	ha ha
53	5	christmas gift
54	5	make money
55	5	b c
56	5	well done
57	5	timowensby rbrnetwork
58	5	great job
59	5	joehilgerman freeman
60	5	paid posting
61	5	look like
62	5	get ready
63	5	first day
66	4	know get
67	4	never get
68	4	loyalty vs
69	4	vs self
70	4	finals week
71	4	every day
72	4	go back
73	4	oh love
75	4	today going
76	4	know love
77	4	another day
78	4	wi fi
79	4	time get
80	4	going great
81	4	absolutely love
82	4	feel bad
83	4	really excited
84	4	pretty sure
85	4	via themblog
87	4	christmas shopping
88	4	victoria secret
89	4	rbrnetwork dolphinman
90	4	need new
91	4	go go
92	4	start new
93	4	yet another
94	4	go home
95	4	smile smile
96	4	getting paid
97	4	bad game
98	4	feeling like
99	4	youtube video
100	4	last time
101	4	bad idea
102	4	customer service
103	4	get go
104	4	dolphinman josephwarrendr
105	4	much better
106	4	getting better
107	4	better better
108	4	back work
109	4	make feel
110	4	oh look
111	4	two hours
112	4	well today
113	4	app pays
114	4	go get
115	3	like christmas
116	3	think would
117	3	love cold
118	3	whole life
119	3	wonderful day
120	3	work am
121	3	oh wait
122	3	protection loyalty
123	3	things going
124	3	get started
125	3	going bed
126	3	hour nap
127	3	like people
128	3	way go
129	3	haha love
130	3	one ever
131	3	us get
132	3	might well
133	3	one day
134	3	loving life
135	3	end well
136	3	fox news
137	3	gotta go
138	3	ananvii abptrocket
139	3	oil gas
140	3	gas sector
141	3	#a #good
142	3	think know
143	3	love people
144	3	day christmas
145	3	going fun
146	3	give us
148	3	xbox live
149	3	love able
150	3	able sleep
151	3	many people
152	3	really good
153	3	#bbc #news
154	3	really need
155	3	need get
156	3	happy new
157	3	working hard
158	3	today fun
159	3	back home
160	3	fun thing
161	3	far today
162	3	twitter account
163	3	£ £
164	3	waking am
165	3	love watching
166	3	glad work
167	3	less hours
168	3	happy birthday
169	3	five minutes
170	3	always wanted
171	3	follow monstermmorpg
172	3	north korea
173	3	full price
175	3	justin coutopanda
176	3	every year
177	3	new boots
178	3	needs go
179	3	white people
180	3	always nice
181	3	fall asleep
182	3	coming home
183	3	#is #the
184	3	perfect sense
186	3	u think
187	3	oh joy
188	3	free speech
189	3	miss u
190	3	beginning look
191	3	look lot
192	3	lot like
193	3	next time
194	3	need start
195	3	coming soon
196	3	even though
198	3	like million
199	3	liked youtube
200	3	waste time
201	3	good luck
202	3	great week
203	3	early morning
204	3	long time
205	3	year ago
206	3	pretty much
207	3	would made
208	3	makes feel
209	3	stuck traffic
210	3	many times
211	3	pretty good
212	3	like much
213	3	play game
214	3	wow really
215	3	dad would
216	3	want get
217	3	going go
218	3	theoldbreed dolphinman
219	3	josephwarrendr justin
220	3	cannot take
221	3	never even
222	3	boxing day
224	3	would make
225	3	via youtube
226	3	keeps getting
227	3	christmas sweater
228	3	things like
229	3	rbrnetwork indyenigma
230	3	#diy #crafts
231	3	#crafts please
232	3	us go
233	3	one else
234	3	two weeks
235	3	email invoice
236	3	one year
237	3	going sleep
238	3	nothing better
239	3	need see
240	3	half hour
241	3	cannot wait
242	3	#notcias #eu
243	3	#eu #europ
244	3	everyone else
245	3	credit card
246	3	gonna great
247	3	wait till
248	3	good time
249	3	let know
250	3	wow love
251	3	go bed
252	3	home page
254	3	way make
255	3	pays see
256	3	go httpstcocpjzkegne
257	3	another one
258	3	great time
259	3	day day
260	3	coin lecoincanard
261	3	lecoincanard coin
262	3	work done
264	3	red sox
265	3	neilby parkzthedon
266	3	day going
267	3	thanks help
268	3	read story
269	3	saturday night
271	3	get back
272	2	nothing makes
273	2	christmas tree
274	2	would support
275	2	open christmas
276	2	hours end
277	2	trying find
278	2	never cared
279	2	cold winter
280	2	wish could
281	2	year got
282	2	day starting
283	2	waiting waiting
285	2	let kids
286	2	morning thanks
287	2	yay another
288	2	russell brand
289	2	lloydgallagher bigtant
290	2	late start
291	2	time left
292	2	lives come
293	2	kevin durant
294	2	phone bill
295	2	asked god
296	2	god protect
297	2	protect enemies
298	2	started losing
299	2	losing friends
300	2	httptcoicpdcaonq #christmas
301	2	#christmas #gift
303	2	hard take
304	2	going wonderful
305	2	even keep
307	2	thank much
308	2	time year
309	2	feel great
310	2	things life
311	2	back old
312	2	way better
313	2	better get
314	2	dont understand
315	2	thing ever
317	2	four hours
318	2	sounds great
319	2	great oh
320	2	fun time
321	2	think ever
322	2	ever seen
323	2	last year
324	2	hair looks
325	2	like oh
326	2	thing wrong
327	2	day sun
328	2	whatever want
329	2	north korean
330	2	got think
331	2	blowing nose
333	2	forward waking
334	2	waking early
335	2	love listening
336	2	still laughing
337	2	last tweet
338	2	everything else
339	2	rbrnetwork freeman
340	2	freeman thelexzane
341	2	thelexzane ananvii
342	2	thank goodness
343	2	worked hard
344	2	hard trying
345	2	#it #is
346	2	#give #up
347	2	god bless
348	2	jk rowling
349	2	new book
350	2	lovely morning
352	2	want see
353	2	love coming
354	2	coming work
355	2	every time
356	2	hot chocolate
357	2	people school
358	2	cia methods
359	2	song day
360	2	day love
361	2	tomorrow #woohoo
362	2	paper semester
363	2	thanks mother
