Position	Frequency	n-gram
1	0.4411394000504159	www monstermmorpg com
2	0.3150995714645828	get paid posting
3	0.25207965717166625	loyalty vs self
4	0.25207965717166625	vs self protection
5	0.1890597428787497	self protection loyalty
6	0.1890597428787497	protection loyalty vs
7	0.1890597428787497	smile smile smile
8	0.1890597428787497	beginning look lot
9	0.1890597428787497	look lot like
10	0.1890597428787497	liked youtube video
11	0.1890597428787497	rbrnetwork theoldbreed dolphinman
12	0.1890597428787497	theoldbreed dolphinman josephwarrendr
13	0.1890597428787497	dolphinman josephwarrendr justin
14	0.1890597428787497	#notcias #eu #europ
15	0.1890597428787497	app pays see
16	0.12603982858583312	open christmas day
17	0.12603982858583312	httptcoicpdcaonq #christmas #gift
18	0.12603982858583312	hair looks like
19	0.12603982858583312	rbrnetwork freeman thelexzane
20	0.12603982858583312	freeman thelexzane ananvii
21	0.12603982858583312	thelexzane ananvii abptrocket
22	0.12603982858583312	read httptcohbeabhklw news
23	0.12603982858583312	monstermmorpg com since
24	0.12603982858583312	adambelz leeosp vruno
25	0.12603982858583312	found www monstermmorpg
26	0.12603982858583312	rbrnetwork dolphinman theoldbreed
27	0.12603982858583312	remember last time
28	0.12603982858583312	last time saw
29	0.12603982858583312	lot like christmas
30	0.12603982858583312	freeman lifedll abptrocket
31	0.12603982858583312	lifedll abptrocket ananvii
32	0.12603982858583312	josephwarrendr justin coutopanda
33	0.12603982858583312	bell hooks #ferguson
34	0.12603982858583312	ananvii joehilgerman freeman
35	0.12603982858583312	rights begin cannot
36	0.12603982858583312	begin cannot take
37	0.12603982858583312	cannot take right
38	0.12603982858583312	take right earning
39	0.12603982858583312	right earning livelihood
40	0.12603982858583312	earning livelihood free
41	0.12603982858583312	livelihood free movement
42	0.12603982858583312	rbrnetwork joehilgerman freeman
43	0.12603982858583312	ugly christmas sweater
44	0.12603982858583312	website worth million
45	0.12603982858583312	paid posting httptcooxybfwwwb
46	0.12603982858583312	leave email invoice
47	0.12603982858583312	produce kinds creative
48	0.12603982858583312	kinds creative designs
49	0.12603982858583312	timowensby rbrnetwork indyenigma
50	0.12603982858583312	rbrnetwork indyenigma calfreedommom
51	0.12603982858583312	santa juncker bring
52	0.12603982858583312	juncker bring gift
53	0.12603982858583312	bring gift healthier
54	0.12603982858583312	gift healthier eu
55	0.12603982858583312	go go go
56	0.12603982858583312	level badge untappd
57	0.12603982858583312	memphis pint dram
58	0.12603982858583312	end fish discards
59	0.12603982858583312	fish discards delayed
60	0.12603982858583312	harrythetech timowensby theoldbreed
61	0.12603982858583312	httptcoqwbriavksmartphone app pays
62	0.12603982858583312	pays see httptcordlrugnie
63	0.12603982858583312	see httptcordlrugnie go
64	0.12603982858583312	httptcordlrugnie go httpstcocpjzkegne
65	0.12603982858583312	good game bad
66	0.12603982858583312	game bad game
67	0.12603982858583312	neilby parkzthedon tonybrown
68	0.12603982858583312	joehilgerman freeman abptrocket
69	0.12603982858583312	xmas blog feat
70	0.12603982858583312	blog feat intimissimiofficial
71	0.12603982858583312	read story share
72	0.12603982858583312	story share love
73	0.12603982858583312	ha ha ha
74	0.12603982858583312	paid posting stuff
75	0.12603982858583312	posting stuff like
76	0.06301991429291656	episodes left dying
77	0.06301991429291656	left dying never
78	0.06301991429291656	dying never old
79	0.06301991429291656	never old footie
80	0.06301991429291656	old footie pajamas
81	0.06301991429291656	footie pajamas httptcoelzgqsxyq
82	0.06301991429291656	pajamas httptcoelzgqsxyq opening
83	0.06301991429291656	httptcoelzgqsxyq opening first
84	0.06301991429291656	opening first beer
85	0.06301991429291656	first beer gonna
86	0.06301991429291656	beer gonna long
87	0.06301991429291656	gonna long night
88	0.06301991429291656	long night day
89	0.06301991429291656	night day adamklug
90	0.06301991429291656	day adamklug think
91	0.06301991429291656	adamklug think would
92	0.06301991429291656	think would support
93	0.06301991429291656	would support guy
94	0.06301991429291656	support guy knocked
95	0.06301991429291656	guy knocked daughter
96	0.06301991429291656	knocked daughter rice
97	0.06301991429291656	daughter rice deserve
98	0.06301991429291656	rice deserve support
99	0.06301991429291656	deserve support samcguigan
100	0.06301991429291656	support samcguigan allowed
101	0.06301991429291656	samcguigan allowed open
102	0.06301991429291656	allowed open christmas
103	0.06301991429291656	christmas day instead
104	0.06301991429291656	day instead scrolling
105	0.06301991429291656	instead scrolling facebook
106	0.06301991429291656	scrolling facebook instagram
107	0.06301991429291656	facebook instagram twitter
108	0.06301991429291656	instagram twitter hours
109	0.06301991429291656	twitter hours end
110	0.06301991429291656	hours end accomplishing
111	0.06301991429291656	end accomplishing nothing
112	0.06301991429291656	accomplishing nothing targetzonept
113	0.06301991429291656	bloody upstairs getting
114	0.06301991429291656	upstairs getting changed
115	0.06301991429291656	getting changed cold
116	0.06301991429291656	changed cold warmth
117	0.06301991429291656	cold warmth suffuse
118	0.06301991429291656	warmth suffuse one
119	0.06301991429291656	suffuse one cheeks
120	0.06301991429291656	one cheeks pink
121	0.06301991429291656	cheeks pink colour
122	0.06301991429291656	pink colour tone
123	0.06301991429291656	colour tone understand
124	0.06301991429291656	tone understand underlying
125	0.06301991429291656	understand underlying difference
126	0.06301991429291656	underlying difference texture
127	0.06301991429291656	difference texture guess
128	0.06301991429291656	texture guess cat
129	0.06301991429291656	guess cat also
130	0.06301991429291656	cat also lost
131	0.06301991429291656	also lost pounds
132	0.06301991429291656	lost pounds went
133	0.06301991429291656	pounds went vet
134	0.06301991429291656	went vet feeding
135	0.06301991429291656	vet feeding times
136	0.06301991429291656	feeding times day
137	0.06301991429291656	times day eating
138	0.06301991429291656	day eating food
139	0.06301991429291656	eating food workingout
140	0.06301991429291656	food workingout never
141	0.06301991429291656	workingout never cared
142	0.06301991429291656	never cared beyonce
143	0.06301991429291656	cared beyonce bc
144	0.06301991429291656	beyonce bc could
145	0.06301991429291656	bc could never
146	0.06301991429291656	could never get
147	0.06301991429291656	never get sense
148	0.06301991429291656	get sense interviews
149	0.06301991429291656	sense interviews lacked
150	0.06301991429291656	interviews lacked depth
151	0.06301991429291656	lacked depth azealiabanks
152	0.06301991429291656	depth azealiabanks tho
153	0.06301991429291656	azealiabanks tho girl
154	0.06301991429291656	tho girl got
155	0.06301991429291656	girl got rushordertees
156	0.06301991429291656	got rushordertees thxflw
157	0.06301991429291656	rushordertees thxflw flwthemusic
158	0.06301991429291656	thxflw flwthemusic elektrikeventz
159	0.06301991429291656	flwthemusic elektrikeventz elektrikmetro
160	0.06301991429291656	elektrikeventz elektrikmetro r
161	0.06301991429291656	elektrikmetro r #elektrikbloom
162	0.06301991429291656	r #elektrikbloom #elektrikfantasy
163	0.06301991429291656	#elektrikbloom #elektrikfantasy #iwant2drift
164	0.06301991429291656	#elektrikfantasy #iwant2drift #elev8theunderground
165	0.06301991429291656	#iwant2drift #elev8theunderground amazingly
166	0.06301991429291656	#elev8theunderground amazingly httptconeiozunbld
167	0.06301991429291656	amazingly httptconeiozunbld owned
168	0.06301991429291656	httptconeiozunbld owned #bhp
169	0.06301991429291656	owned #bhp going
170	0.06301991429291656	#bhp going shell
171	0.06301991429291656	going shell decent
172	0.06301991429291656	shell decent money
173	0.06301991429291656	decent money #bhpbilliton
174	0.06301991429291656	money #bhpbilliton #south32
175	0.06301991429291656	#bhpbilliton #south32 wish
176	0.06301991429291656	#south32 wish could
177	0.06301991429291656	wish could told
178	0.06301991429291656	could told nicolescherzy
179	0.06301991429291656	told nicolescherzy #nicolescherzinger
180	0.06301991429291656	nicolescherzy #nicolescherzinger #onelove
181	0.06301991429291656	#nicolescherzinger #onelove #myfav
182	0.06301991429291656	#onelove #myfav #myqueen
183	0.06301991429291656	httptcoquelfqyr rain made
184	0.06301991429291656	rain made extra
185	0.06301991429291656	made extra extra
186	0.06301991429291656	extra extra lazy
187	0.06301991429291656	great summary year
188	0.06301991429291656	summary year got
189	0.06301991429291656	year got june th
190	0.06301991429291656	got june th weekend
191	0.06301991429291656	june th weekend hartswormx
192	0.06301991429291656	weekend hartswormx birthday
193	0.06301991429291656	hartswormx birthday #rivertrip
194	0.06301991429291656	birthday #rivertrip #groupchat
195	0.06301991429291656	#rivertrip #groupchat see
196	0.06301991429291656	#groupchat see might
197	0.06301991429291656	see might show
198	0.06301991429291656	might show background
199	0.06301991429291656	show background check
