Position	Frequency	n-gram
1	82	get
2	81	like
3	67	one
4	62	day
5	55	would
6	51	go
7	50	think
8	50	love
10	47	new
11	46	see
12	46	know
13	45	people
14	43	christmas
15	43	right
16	43	good
17	42	back
18	42	need
19	42	still
20	42	time
21	41	via
22	40	year
23	40	today
24	38	lol
25	38	much
26	36	going
27	35	life
28	35	rt
29	35	make
30	34	really
31	34	want
32	33	rbrnetwork
33	32	got
34	32	even
35	32	better
36	32	u
37	31	look
38	30	never
39	30	night
40	27	twitter
41	27	us
42	27	tonight
43	27	please
44	27	well
45	26	way
46	26	happy
47	25	work
48	24	could
49	24	last
50	23	first
51	23	thing
52	23	every
53	23	oh
54	23	game
55	22	say
56	22	yeah
58	22	bad
59	21	great
60	21	check
61	21	keep
62	21	done
63	21	free
64	21	tomorrow
65	20	thanks
66	20	ever
67	20	hope
68	20	find
69	19	playing
70	19	w
71	19	man
72	19	someone
73	19	week
74	19	follow
75	18	end
76	18	world
77	18	things
78	18	take
79	18	shit
80	18	anything
81	18	always
82	17	long
83	17	girl
84	17	lot
85	17	best
86	17	p
87	16	feel
88	16	let
89	16	#
90	16	come
91	16	start
92	16	#the
94	16	wait
95	16	actually
96	16	n
97	16	read
98	16	reuters
99	15	gonna
100	15	went
101	15	morning
102	15	looks
103	15	name
104	15	days
105	15	dont
106	15	#a
107	15	word
108	15	next
110	14	getting
111	14	made
113	14	enough
114	14	face
115	14	change
116	14	another
117	14	family
118	14	x
119	13	nothing
120	13	guess
121	13	money
122	13	sure
123	13	amazing
124	13	something
125	13	#is
126	13	hate
127	13	#love
128	13	seen
129	13	wrong
130	13	two
131	13	home
132	13	win
133	13	stop
134	13	youtube
135	13	everyone
136	13	give
137	12	old
138	12	understand
139	12	birthday
140	12	might
141	12	big
142	12	trying
143	12	#christmas
144	12	nice
145	12	watch
146	12	already
147	12	b
148	12	real
149	12	music
150	12	tweet
151	12	different
152	12	remember
153	12	#eu
154	12	fuck
155	12	sleep
156	12	bed
157	12	many
158	12	am
159	11	also
161	11	show
162	11	guys
163	11	theoldbreed
164	11	part
165	11	ready
166	11	break
167	11	god
168	11	#ferguson
169	11	#to
170	11	use
171	11	said
172	11	fun
173	11	photo
174	11	believe
175	11	years
177	11	mean
178	11	idea
180	10	support
181	10	guy
182	10	r
183	10	vs
184	10	funny
185	10	literally
186	10	says
187	10	im
188	10	thank
189	10	haha
190	10	enjoy
191	10	friends
192	10	post
193	10	little
194	10	play
195	10	makes
196	10	hard
197	10	forget
198	10	hair
199	10	everything
200	10	ananvii
201	10	party
202	10	ok
203	10	found
204	10	bring
205	10	must
206	10	smile
207	10	news
208	10	monstermmorpg
209	10	pretty
210	10	hit
211	10	story
212	10	video
213	10	dad
214	10	cool
215	10	friday
216	10	dolphinman
217	10	drinking
218	9	wish
219	9	–
220	9	else
221	9	try
222	9	high
223	9	tell
224	9	paid
225	9	feeling
226	9	cause
