im, 5.972596322754421
get, 4.80149900456728
like, 4.742944138657922
dont, 4.39161494320178
one, 3.688956552289495
day, 3.454737088652067
would, 3.0448530272865675
think, 2.9277432954678533
love, 2.869188429558496
:face_with_tears_of_joy:, 2.869188429558496
new, 2.752078697739782
go, 2.6935238318304253
know, 2.634968965921068
cant, 2.634968965921068
right, 2.517859234102354
christmas, 2.459304368192997
see, 2.459304368192997
people, 2.40074950228364
via, 2.40074950228364
still, 2.40074950228364
need, 2.40074950228364
time, 2.40074950228364
good, 2.40074950228364
back, 2.3421946363742827
year, 2.2836397704649256
much, 2.2250849045555685
lol, 2.1665300386462114
thats, 2.1079751727368543
today, 2.1079751727368543
going, 2.049420306827497
#, 2.049420306827497
make, 2.049420306827497
life, 1.9908654409181403
really, 1.9908654409181403
rt, 1.9908654409181403
want, 1.9323105750087832
got, 1.8737557090994261
even, 1.8737557090994261
rbrnetwork, 1.815200843190069
look, 1.815200843190069
never, 1.756645977280712
better, 1.756645977280712
u, 1.756645977280712
night, 1.698091111371355
twitter, 1.5809813795526408
well, 1.5809813795526408
happy, 1.5224265136432837
tonight, 1.5224265136432837
ill, 1.5224265136432837
ive, 1.4638716477339266
way, 1.4638716477339266
youre, 1.3467619159152127
last, 1.3467619159152127
work, 1.3467619159152127
game, 1.3467619159152127
first, 1.2882070500058556
thing, 1.2882070500058556
every, 1.2882070500058556
oh, 1.2882070500058556
:person_raising_hand:, 1.2882070500058556
bad, 1.2882070500058556
check, 1.2296521840964985
didnt, 1.2296521840964985
say, 1.2296521840964985
keep, 1.2296521840964985
done, 1.2296521840964985
yeah, 1.2296521840964985
great, 1.1710973181871414
ever, 1.1710973181871414
hope, 1.1710973181871414
free, 1.1710973181871414
tomorrow, 1.1710973181871414
find, 1.1710973181871414
doesnt, 1.1125424522777843
could, 1.1125424522777843
playing, 1.1125424522777843
us, 1.1125424522777843
things, 1.1125424522777843
please, 1.1125424522777843
week, 1.1125424522777843
follow, 1.1125424522777843
end, 1.0539875863684272
thanks, 1.0539875863684272
anything, 1.0539875863684272
long, 0.9954327204590702
lot, 0.9954327204590702
man, 0.9954327204590702
someone, 0.9954327204590702
shit, 0.9954327204590702
always, 0.9954327204590702
best, 0.9954327204590702
p, 0.9954327204590702
take, 0.9954327204590702
feel, 0.9368778545497131
come, 0.9368778545497131
#the, 0.9368778545497131
:face_blowing_a_kiss:, 0.9368778545497131
wait, 0.9368778545497131
actually, 0.9368778545497131
#a, 0.9368778545497131
reuters, 0.9368778545497131
gonna, 0.878322988640356
girl, 0.878322988640356
morning, 0.878322988640356
world, 0.878322988640356
looks, 0.878322988640356
name, 0.878322988640356
w, 0.878322988640356
