Position	Frequency	n-gram
2	4	loyalty vs self protection
3	3	vs self protection loyalty
4	3	self protection loyalty vs
5	3	protection loyalty vs self
6	3	beginning look lot like
7	3	rbrnetwork theoldbreed dolphinman josephwarrendr
8	3	theoldbreed dolphinman josephwarrendr justin
9	3	keeps getting better better
10	3	#diy #crafts please rt
14	2	asked god protect enemies
15	2	rbrnetwork freeman thelexzane ananvii
16	2	freeman thelexzane ananvii abptrocket
17	2	road safety campaign donkey
18	2	safety campaign donkey killed
19	2	campaign donkey killed car
20	2	www monstermmorpg com since
21	2	found www monstermmorpg com
22	2	way start new year
23	2	smile smile smile smile
24	2	feel like million bucks
25	2	remember last time saw
26	2	look lot like christmas
27	2	freeman lifedll abptrocket ananvii
28	2	dolphinman josephwarrendr justin coutopanda
29	2	rights begin cannot take
30	2	begin cannot take right
31	2	cannot take right earning
32	2	take right earning livelihood
33	2	right earning livelihood free
34	2	earning livelihood free movement
36	2	love wide awake am
37	2	get paid posting httptcooxybfwwwb
38	2	produce kinds creative designs
39	2	timowensby rbrnetwork indyenigma calfreedommom
40	2	santa juncker bring gift
41	2	juncker bring gift healthier
42	2	bring gift healthier eu
43	2	end fish discards delayed
44	2	httptcoqwbriavksmartphone app pays see
45	2	app pays see httptcordlrugnie
46	2	pays see httptcordlrugnie go
47	2	see httptcordlrugnie go httpstcocpjzkegne
48	2	good game bad game
49	2	coin lecoincanard coin lecoincanard
50	2	lecoincanard coin lecoincanard coin
51	2	rt randalolson baby name
52	2	randalolson baby name #dataviz
53	2	baby name #dataviz source
54	2	xmas blog feat intimissimiofficial
55	2	read story share love
57	2	great way start day
58	2	get paid posting stuff
59	2	paid posting stuff like
60	1	sweet united nations video
61	1	united nations video time
62	1	nations video time christmas
63	1	video time christmas #imagine
64	1	time christmas #imagine #noreligion
65	1	christmas #imagine #noreligion httptcofejvoubr
66	1	#imagine #noreligion httptcofejvoubr mrdahl
67	1	#noreligion httptcofejvoubr mrdahl rumored
68	1	httptcofejvoubr mrdahl rumored talked
69	1	mrdahl rumored talked erv
70	1	rumored talked erv agent
71	1	talked erv agent angels
72	1	erv agent angels asked
73	1	agent angels asked ed
74	1	angels asked ed escobar
75	1	asked ed escobar hardly
76	1	ed escobar hardly nothing
77	1	escobar hardly nothing hey
78	1	hardly nothing hey nice
79	1	nothing hey nice see
80	1	hey nice see minnesota
81	1	nice see minnesota nd
82	1	see minnesota nd winter
83	1	minnesota nd winter weather
84	1	nd winter weather episodes
85	1	winter weather episodes left
86	1	weather episodes left dying
87	1	episodes left dying breathe
88	1	left dying breathe chosen
89	1	dying breathe chosen notable
90	1	breathe chosen notable quote
91	1	chosen notable quote year
92	1	notable quote year annual
93	1	quote year annual list
94	1	year annual list released
95	1	annual list released yale
96	1	list released yale university
97	1	released yale university librarian
98	1	yale university librarian never
99	1	university librarian never old
100	1	librarian never old footie
101	1	never old footie pajamas
102	1	old footie pajamas httptcoelzgqsxyq
103	1	footie pajamas httptcoelzgqsxyq nothing
104	1	pajamas httptcoelzgqsxyq nothing makes
105	1	httptcoelzgqsxyq nothing makes happier
106	1	nothing makes happier getting
107	1	makes happier getting highway
108	1	happier getting highway seeing
109	1	getting highway seeing break
110	1	highway seeing break lights
111	1	seeing break lights light
112	1	break lights light like
113	1	lights light like christmas
114	1	light like christmas tree
115	1	like christmas tree opening
116	1	christmas tree opening first
117	1	tree opening first beer
118	1	opening first beer gonna
119	1	first beer gonna long
120	1	beer gonna long night
121	1	gonna long night day
122	1	long night day adamklug
123	1	night day adamklug think
124	1	day adamklug think would
125	1	adamklug think would support
126	1	think would support guy
127	1	would support guy knocked
128	1	support guy knocked daughter
129	1	guy knocked daughter rice
130	1	knocked daughter rice deserve
131	1	daughter rice deserve support
132	1	rice deserve support samcguigan
133	1	deserve support samcguigan allowed
134	1	support samcguigan allowed open
135	1	samcguigan allowed open christmas
136	1	allowed open christmas day
137	1	open christmas day oh
138	1	christmas day oh thank
139	1	day oh thank god
140	1	oh thank god entire
141	1	thank god entire office
142	1	god entire office email
143	1	entire office email system
144	1	office email system day
145	1	email system day big
146	1	system day big event
147	1	day big event santa
148	1	big event santa know
149	1	event santa know get
150	1	santa know get xmas
151	1	know get xmas instead
152	1	get xmas instead scrolling
153	1	xmas instead scrolling facebook
154	1	instead scrolling facebook instagram
155	1	scrolling facebook instagram twitter
156	1	facebook instagram twitter hours
157	1	instagram twitter hours end
158	1	twitter hours end accomplishing
159	1	hours end accomplishing nothing
160	1	end accomplishing nothing targetzonept
165	1	bloody upstairs getting changed
166	1	upstairs getting changed cold
167	1	getting changed cold warmth
168	1	changed cold warmth suffuse
169	1	cold warmth suffuse one
170	1	warmth suffuse one cheeks
171	1	suffuse one cheeks pink
172	1	one cheeks pink colour
173	1	cheeks pink colour tone
174	1	pink colour tone understand
175	1	colour tone understand underlying
176	1	tone understand underlying difference
177	1	understand underlying difference texture
178	1	underlying difference texture great
179	1	difference texture great mobile
180	1	texture great mobile bill
181	1	great mobile bill arrives
182	1	mobile bill arrives text
183	1	bill arrives text crushes
184	1	arrives text crushes great
185	1	text crushes great realize
186	1	crushes great realize never
187	1	great realize never interested
188	1	realize never interested p
189	1	never interested p buffalo
190	1	interested p buffalo sports
191	1	p buffalo sports media
192	1	buffalo sports media smarter
193	1	sports media smarter us
194	1	media smarter us else
195	1	smarter us else get
196	1	us else get quality
197	1	else get quality insight
198	1	get quality insight offered
199	1	quality insight offered harrington
200	1	insight offered harrington busgaglia
201	1	offered harrington busgaglia guess
202	1	harrington busgaglia guess cat
203	1	busgaglia guess cat also
204	1	guess cat also lost
205	1	cat also lost pounds
206	1	also lost pounds went
207	1	lost pounds went vet
208	1	pounds went vet feeding
209	1	went vet feeding times
210	1	vet feeding times day
211	1	feeding times day eating
212	1	times day eating food
213	1	day eating food workingout
214	1	eating food workingout yankeeswfan
215	1	food workingout yankeeswfan kenrosenthal
216	1	workingout yankeeswfan kenrosenthal trading
217	1	yankeeswfan kenrosenthal trading sp
218	1	kenrosenthal trading sp defense
219	1	trading sp defense ss
220	1	sp defense ss brilliant
221	1	defense ss brilliant trade
222	1	ss brilliant trade darklightdave
223	1	brilliant trade darklightdave trying
224	1	trade darklightdave trying find
225	1	darklightdave trying find us
226	1	trying find us battery
227	1	find us battery died
228	1	us battery died guess
229	1	battery died guess found
230	1	died guess found us
231	1	guess found us yes
232	1	found us yes bastard
233	1	us yes bastard wand
234	1	yes bastard wand deputymartinski
235	1	bastard wand deputymartinski please
236	1	wand deputymartinski please need
237	1	deputymartinski please need second
238	1	please need second hand
239	1	need second hand embarrassment
240	1	second hand embarrassment desperatly
241	1	hand embarrassment desperatly phone
242	1	embarrassment desperatly phone never
243	1	desperatly phone never cared
244	1	phone never cared beyonce
245	1	never cared beyonce bc
246	1	cared beyonce bc could
247	1	beyonce bc could never
248	1	bc could never get
249	1	could never get sense
250	1	never get sense interviews
251	1	get sense interviews lacked
252	1	sense interviews lacked depth
253	1	interviews lacked depth azealiabanks
254	1	lacked depth azealiabanks tho
255	1	depth azealiabanks tho girl
256	1	azealiabanks tho girl got
257	1	tho girl got ywtorres
258	1	girl got ywtorres time
259	1	got ywtorres time hit
260	1	ywtorres time hit books
261	1	time hit books rushordertees
262	1	hit books rushordertees thxflw
263	1	books rushordertees thxflw flwthemusic
264	1	rushordertees thxflw flwthemusic elektrikeventz
265	1	thxflw flwthemusic elektrikeventz elektrikmetro
266	1	flwthemusic elektrikeventz elektrikmetro r
267	1	elektrikeventz elektrikmetro r #elektrikbloom
268	1	elektrikmetro r #elektrikbloom #elektrikfantasy
269	1	r #elektrikbloom #elektrikfantasy #iwant2drift
270	1	#elektrikbloom #elektrikfantasy #iwant2drift #elev8theunderground
271	1	#elektrikfantasy #iwant2drift #elev8theunderground love
272	1	#iwant2drift #elev8theunderground love cold
273	1	#elev8theunderground love cold winter
274	1	love cold winter mornings
279	1	best feeling everrrrrrr amazingly
280	1	feeling everrrrrrr amazingly httptconeiozunbld
281	1	everrrrrrr amazingly httptconeiozunbld owned
282	1	amazingly httptconeiozunbld owned #bhp
283	1	httptconeiozunbld owned #bhp going
284	1	owned #bhp going shell
285	1	#bhp going shell decent
286	1	going shell decent money
287	1	shell decent money #bhpbilliton
288	1	decent money #bhpbilliton #south32
289	1	money #bhpbilliton #south32 wish
290	1	#bhpbilliton #south32 wish could
291	1	#south32 wish could told
292	1	wish could told nicolescherzy
293	1	could told nicolescherzy #nicolescherzinger
294	1	told nicolescherzy #nicolescherzinger #onelove
295	1	nicolescherzy #nicolescherzinger #onelove #myfav
296	1	#nicolescherzinger #onelove #myfav #myqueen
302	1	httptcoquelfqyr rain made extra
303	1	rain made extra extra
304	1	made extra extra lazy
309	1	great summary year got
310	1	summary year got june th
311	1	year got june th weekend
312	1	got june th weekend hartswormx
313	1	june th weekend hartswormx birthday
314	1	weekend hartswormx birthday #rivertrip
315	1	hartswormx birthday #rivertrip #groupchat
316	1	birthday #rivertrip #groupchat see
317	1	#rivertrip #groupchat see might
318	1	#groupchat see might show
319	1	see might show background
320	1	might show background check
321	1	show background check denied
322	1	background check denied catch
323	1	check denied catch right
324	1	denied catch right self
325	1	catch right self protection
326	1	right self protection serpentina
327	1	self protection serpentina smh
328	1	protection serpentina smh never
329	1	serpentina smh never knew
330	1	smh never knew something
331	1	never knew something could
332	1	knew something could halal
333	1	something could halal muslim
334	1	could halal muslim whole
335	1	halal muslim whole life
336	1	muslim whole life somehow
337	1	whole life somehow learned
338	1	life somehow learned something
339	1	somehow learned something new
340	1	learned something new guess
341	1	something new guess wonderful
